0, 0.08, 48, 10, 1, 0_0
0, 0.08, 48, 10, 1, 0_1
0, 0.08, 48, 10, 1, 0_2
0, 0.08, 48, 10, 1, 0_3
0, 0.08, 48, 10, 1, 0_4
0, 0.08, 48, 10, 1, 0_5
0, 0.08, 48, 10, 1, 0_6
0, 0.08, 48, 10, 1, 0_7
0, 0.08, 48, 10, 1, 0_8
0, 0.08, 48, 10, 1, 0_9
0, 0.34, 41, 5, 0, 6_0
0, 0.34, 41, 5, 0, 6_1
0, 0.34, 41, 5, 0, 6_2
0, 0.34, 41, 5, 0, 6_3
0, 0.34, 41, 5, 0, 6_4
0, 0.34, 41, 5, 0, 6_5
0, 0.34, 41, 5, 0, 6_6
0, 0.34, 41, 5, 0, 6_7
0, 0.34, 41, 5, 0, 6_8
0, 0.34, 41, 5, 0, 6_9
0, 0.43, 41, 0, 1, 6_0
0, 0.43, 41, 0, 1, 6_1
0, 0.43, 41, 0, 1, 6_2
0, 0.43, 41, 0, 1, 6_3
0, 0.43, 41, 0, 1, 6_4
0, 0.43, 41, 0, 1, 6_5
0, 0.43, 41, 0, 1, 6_6
0, 0.43, 41, 0, 1, 6_7
0, 0.43, 41, 0, 1, 6_8
0, 0.43, 41, 0, 1, 6_9
0, 0.46, 49, 2, 0, 4_0
0, 0.46, 49, 2, 0, 4_1
0, 0.46, 49, 2, 0, 4_2
0, 0.46, 49, 2, 0, 4_3
0, 0.46, 49, 2, 0, 4_4
0, 0.46, 49, 2, 0, 4_5
0, 0.46, 49, 2, 0, 4_6
0, 0.46, 49, 2, 0, 4_7
0, 0.46, 49, 2, 0, 4_8
0, 0.46, 49, 2, 0, 4_9
0, 0.51, 20, 7, 1, 4_0
0, 0.51, 20, 7, 1, 4_1
0, 0.51, 20, 7, 1, 4_2
0, 0.51, 20, 7, 1, 4_3
0, 0.51, 20, 7, 1, 4_4
0, 0.51, 20, 7, 1, 4_5
0, 0.51, 20, 7, 1, 4_6
0, 0.51, 20, 7, 1, 4_7
0, 0.51, 20, 7, 1, 4_8
0, 0.51, 20, 7, 1, 4_9
0, 0.76, 20, 8, 0, 6_0
0, 0.76, 20, 8, 0, 6_1
0, 0.76, 20, 8, 0, 6_2
0, 0.76, 20, 8, 0, 6_3
0, 0.76, 20, 8, 0, 6_4
0, 0.76, 20, 8, 0, 6_5
0, 0.76, 20, 8, 0, 6_6
0, 0.76, 20, 8, 0, 6_7
0, 0.76, 20, 8, 0, 6_8
0, 0.76, 20, 8, 0, 6_9
0, 0.88, 33, 0, 0, 2_0
0, 0.88, 33, 0, 0, 2_1
0, 0.88, 33, 0, 0, 2_2
0, 0.88, 33, 0, 0, 2_3
0, 0.88, 33, 0, 0, 2_4
0, 0.88, 33, 0, 0, 2_5
0, 0.88, 33, 0, 0, 2_6
0, 0.88, 33, 0, 0, 2_7
0, 0.88, 33, 0, 0, 2_8
0, 0.88, 33, 0, 0, 2_9
0, 0.91, 32, 4, 0, 3_0
0, 0.91, 32, 4, 0, 3_1
0, 0.91, 32, 4, 0, 3_2
0, 0.91, 32, 4, 0, 3_3
0, 0.91, 32, 4, 0, 3_4
0, 0.91, 32, 4, 0, 3_5
0, 0.91, 32, 4, 0, 3_6
0, 0.91, 32, 4, 0, 3_7
0, 0.91, 32, 4, 0, 3_8
0, 0.91, 32, 4, 0, 3_9
0, 0.94, 21, 1, 1, 6_0
0, 0.94, 21, 1, 1, 6_1
0, 0.94, 21, 1, 1, 6_2
0, 0.94, 21, 1, 1, 6_3
0, 0.94, 21, 1, 1, 6_4
0, 0.94, 21, 1, 1, 6_5
0, 0.94, 21, 1, 1, 6_6
0, 0.94, 21, 1, 1, 6_7
0, 0.94, 21, 1, 1, 6_8
