x1,y1,x2,y2,x3,y3,x4,y4,oob_distance
10.0,10.0,43.0,151.0,235.0,22.0,242.0,15.0,-0.06687969109481573
10.0,10.0,43.0,151.0,235.0,22.0,242.0,15.0,-0.06754675064232973
10.0,10.0,43.0,151.0,235.0,22.0,242.0,15.0,-0.06765440874854889
10.0,10.0,43.0,151.0,235.0,22.0,242.0,15.0,-0.06734899470820022
10.0,10.0,43.0,151.0,235.0,22.0,242.0,15.0,-0.06681599905931801
10.0,10.0,43.0,151.0,235.0,22.0,242.0,15.0,-0.0626425674914084
10.0,10.0,43.0,151.0,235.0,22.0,242.0,15.0,-0.06885607184563547
10.0,10.0,43.0,151.0,235.0,22.0,242.0,15.0,-0.06777606641139977
10.0,10.0,44.0,11.0,108.0,111.0,175.0,275.0,0.3708089872851015
10.0,10.0,44.0,11.0,108.0,111.0,175.0,275.0,0.369385721831351
10.0,10.0,44.0,11.0,108.0,111.0,175.0,275.0,0.3705523862746556
10.0,10.0,44.0,11.0,108.0,111.0,175.0,275.0,0.3684431705545903
10.0,10.0,44.0,11.0,108.0,111.0,175.0,275.0,0.3733752444839544
10.0,10.0,44.0,11.0,108.0,111.0,175.0,275.0,0.37174040852651946
10.0,10.0,44.0,11.0,108.0,111.0,175.0,275.0,0.3713166151016585
10.0,10.0,44.0,11.0,108.0,111.0,175.0,275.0,0.3736172442995003
10.0,10.0,44.0,11.0,108.0,111.0,175.0,275.0,0.3695595044863862
10.0,10.0,44.0,11.0,108.0,111.0,175.0,275.0,0.3685968584706334
10.0,10.0,44.0,49.0,194.0,52.0,278.0,221.0,0.3564620184990237
10.0,10.0,44.0,49.0,194.0,52.0,278.0,221.0,0.3614986902169737
10.0,10.0,44.0,49.0,194.0,52.0,278.0,221.0,0.35524142654169366
10.0,10.0,44.0,49.0,194.0,52.0,278.0,221.0,0.32748009813654866
10.0,10.0,44.0,49.0,194.0,52.0,278.0,221.0,0.35297846130699706
10.0,10.0,44.0,49.0,194.0,52.0,278.0,221.0,0.34958322325058644
10.0,10.0,44.0,49.0,194.0,52.0,278.0,221.0,0.35552321851033275
10.0,10.0,44.0,49.0,194.0,52.0,278.0,221.0,0.35669379404929
10.0,10.0,44.0,49.0,194.0,52.0,278.0,221.0,0.3588544004089864
10.0,10.0,44.0,49.0,194.0,52.0,278.0,221.0,0.35730483100858224
10.0,10.0,44.0,52.0,97.0,137.0,173.0,217.0,0.9097814359558438
10.0,10.0,44.0,52.0,97.0,137.0,173.0,217.0,0.9093345805544744
10.0,10.0,44.0,52.0,97.0,137.0,173.0,217.0,0.9092680391705947
10.0,10.0,44.0,52.0,97.0,137.0,173.0,217.0,0.9144654065665869
10.0,10.0,44.0,52.0,97.0,137.0,173.0,217.0,0.9101662665683563
10.0,10.0,44.0,52.0,97.0,137.0,173.0,217.0,0.9091749693277988
10.0,10.0,44.0,52.0,97.0,137.0,173.0,217.0,0.9102748652689723
10.0,10.0,44.0,52.0,97.0,137.0,173.0,217.0,0.9090686888781048
10.0,10.0,44.0,52.0,97.0,137.0,173.0,217.0,0.9099809266384409
10.0,10.0,44.0,52.0,97.0,137.0,173.0,217.0,0.9105372345250977
10.0,10.0,44.0,62.0,279.0,149.0,157.0,267.0,0.2414710236293791
10.0,10.0,44.0,62.0,279.0,149.0,157.0,267.0,0.24243618654080668
10.0,10.0,44.0,62.0,279.0,149.0,157.0,267.0,0.24181843322680208
10.0,10.0,44.0,62.0,279.0,149.0,157.0,267.0,0.2416482037192551
10.0,10.0,44.0,62.0,279.0,149.0,157.0,267.0,0.24178129433929163
10.0,10.0,44.0,62.0,279.0,149.0,157.0,267.0,0.24097713093742157
10.0,10.0,44.0,62.0,279.0,149.0,157.0,267.0,0.24275247001165834
10.0,10.0,44.0,62.0,279.0,149.0,157.0,267.0,0.241579376287671
10.0,10.0,44.0,62.0,279.0,149.0,157.0,267.0,0.24105111120614597
10.0,10.0,44.0,62.0,279.0,149.0,157.0,267.0,0.24123857978616936
10.0,10.0,44.0,87.0,141.0,208.0,189.0,178.0,0.44311025332275356
10.0,10.0,44.0,87.0,141.0,208.0,189.0,178.0,0.443128413996281
10.0,10.0,44.0,87.0,141.0,208.0,189.0,178.0,0.44291343084454504
10.0,10.0,44.0,87.0,141.0,208.0,189.0,178.0,0.44354383988166424
10.0,10.0,44.0,87.0,141.0,208.0,189.0,178.0,0.44299535954298963
10.0,10.0,44.0,87.0,141.0,208.0,189.0,178.0,0.4422302802454905
10.0,10.0,44.0,87.0,141.0,208.0,189.0,178.0,0.44292292763186625
10.0,10.0,44.0,87.0,141.0,208.0,189.0,178.0,0.44279597144810157
10.0,10.0,44.0,87.0,141.0,208.0,189.0,178.0,0.4423355597587091
10.0,10.0,44.0,87.0,141.0,208.0,189.0,178.0,0.44233444881440676
10.0,10.0,44.0,115.0,97.0,221.0,211.0,248.0,0.7962681347741416
10.0,10.0,44.0,115.0,97.0,221.0,211.0,248.0,0.7958494979574902
10.0,10.0,44.0,115.0,97.0,221.0,211.0,248.0,0.7955663985722203
10.0,10.0,44.0,115.0,97.0,221.0,211.0,248.0,0.7934191874661252
10.0,10.0,44.0,115.0,97.0,221.0,211.0,248.0,0.7931115705165013
10.0,10.0,44.0,115.0,97.0,221.0,211.0,248.0,0.7963671819126468
10.0,10.0,44.0,115.0,97.0,221.0,211.0,248.0,0.7952296522143749
10.0,10.0,44.0,115.0,97.0,221.0,211.0,248.0,0.7931204140942112
10.0,10.0,44.0,115.0,97.0,221.0,211.0,248.0,0.7957368723607501
10.0,10.0,44.0,115.0,97.0,221.0,211.0,248.0,0.795329358791198
10.0,10.0,44.0,120.0,117.0,75.0,209.0,29.0,0.050355532870924424
10.0,10.0,44.0,120.0,117.0,75.0,209.0,29.0,0.05086391245534849
10.0,10.0,44.0,120.0,117.0,75.0,209.0,29.0,0.049240306573656634
10.0,10.0,44.0,120.0,117.0,75.0,209.0,29.0,0.05067061747195534
10.0,10.0,44.0,120.0,117.0,75.0,209.0,29.0,0.04453792597436923
10.0,10.0,44.0,120.0,117.0,75.0,209.0,29.0,0.05015689337549234
10.0,10.0,44.0,120.0,117.0,75.0,209.0,29.0,0.04906578773506087
10.0,10.0,44.0,120.0,117.0,75.0,209.0,29.0,0.050762175508905605
10.0,10.0,44.0,120.0,117.0,75.0,209.0,29.0,0.048137261398934816
10.0,10.0,44.0,120.0,117.0,75.0,209.0,29.0,0.05055130931594776
10.0,10.0,45.0,55.0,225.0,229.0,249.0,57.0,-0.2880728780231818
10.0,10.0,45.0,55.0,225.0,229.0,249.0,57.0,-0.28745749410158483
10.0,10.0,45.0,55.0,225.0,229.0,249.0,57.0,-0.28821009766421746
10.0,10.0,45.0,55.0,225.0,229.0,249.0,57.0,-0.28638968784812135
10.0,10.0,45.0,55.0,225.0,229.0,249.0,57.0,-0.28487080986198743
10.0,10.0,45.0,55.0,225.0,229.0,249.0,57.0,-0.28830603186464554
10.0,10.0,45.0,55.0,225.0,229.0,249.0,57.0,-0.2879336860287838
10.0,10.0,45.0,55.0,225.0,229.0,249.0,57.0,-0.2874639933268277
10.0,10.0,45.0,55.0,225.0,229.0,249.0,57.0,-0.2862537889009822
10.0,10.0,45.0,55.0,225.0,229.0,249.0,57.0,-0.2851245905505535
10.0,10.0,45.0,68.0,245.0,85.0,231.0,235.0,0.8206983485981214
10.0,10.0,45.0,68.0,245.0,85.0,231.0,235.0,0.8205178280935805
10.0,10.0,45.0,68.0,245.0,85.0,231.0,235.0,0.8202466338281105
10.0,10.0,45.0,68.0,245.0,85.0,231.0,235.0,0.8189040352122257
10.0,10.0,45.0,68.0,245.0,85.0,231.0,235.0,0.8204734936396478
10.0,10.0,45.0,68.0,245.0,85.0,231.0,235.0,0.816058516324772
10.0,10.0,45.0,68.0,245.0,85.0,231.0,235.0,0.8187445010129304
10.0,10.0,45.0,68.0,245.0,85.0,231.0,235.0,0.8201294484767199
10.0,10.0,45.0,68.0,245.0,85.0,231.0,235.0,0.8195006595728014
10.0,10.0,45.0,68.0,245.0,85.0,231.0,235.0,0.8198935956921063
10.0,10.0,45.0,116.0,13.0,218.0,189.0,205.0,-0.30580845120758315
10.0,10.0,45.0,116.0,13.0,218.0,189.0,205.0,-0.3044409363113294
10.0,10.0,45.0,116.0,13.0,218.0,189.0,205.0,-0.30478172535237213
10.0,10.0,45.0,116.0,13.0,218.0,189.0,205.0,-0.3053818822526426
10.0,10.0,45.0,116.0,13.0,218.0,189.0,205.0,-0.3056607931545421
10.0,10.0,45.0,116.0,13.0,218.0,189.0,205.0,-0.3042269781369149
10.0,10.0,45.0,116.0,13.0,218.0,189.0,205.0,-0.3042120740871255
10.0,10.0,45.0,116.0,13.0,218.0,189.0,205.0,-0.30556587760527254
10.0,10.0,45.0,116.0,13.0,218.0,189.0,205.0,-0.30545381363685475
10.0,10.0,45.0,116.0,13.0,218.0,189.0,205.0,-0.3050078420956943
10.0,10.0,45.0,129.0,114.0,70.0,152.0,38.0,-0.23315386769448043
10.0,10.0,45.0,129.0,114.0,70.0,152.0,38.0,-0.23996567349059106
10.0,10.0,45.0,129.0,114.0,70.0,152.0,38.0,-0.24055124932817407
10.0,10.0,45.0,129.0,114.0,70.0,152.0,38.0,-0.23702489198497334
10.0,10.0,45.0,129.0,114.0,70.0,152.0,38.0,-0.23199023393535478
10.0,10.0,45.0,129.0,114.0,70.0,152.0,38.0,-0.24148710578887034
10.0,10.0,45.0,129.0,114.0,70.0,152.0,38.0,-0.2413130964060417
10.0,10.0,45.0,129.0,114.0,70.0,152.0,38.0,-0.2317973047608457
10.0,10.0,45.0,129.0,114.0,70.0,152.0,38.0,-0.23988102541165546
10.0,10.0,45.0,129.0,114.0,70.0,152.0,38.0,-0.23905236004762553
10.0,10.0,45.0,144.0,32.0,176.0,90.0,277.0,0.5868274392450397
10.0,10.0,45.0,144.0,32.0,176.0,90.0,277.0,0.589125552847465
10.0,10.0,45.0,144.0,32.0,176.0,90.0,277.0,0.5902897163924086
10.0,10.0,45.0,144.0,32.0,176.0,90.0,277.0,0.5887253177548484
10.0,10.0,45.0,144.0,32.0,176.0,90.0,277.0,0.5894300897643605
10.0,10.0,45.0,144.0,32.0,176.0,90.0,277.0,0.5891557095811291
10.0,10.0,45.0,144.0,32.0,176.0,90.0,277.0,0.5885771917212765
10.0,10.0,45.0,144.0,32.0,176.0,90.0,277.0,0.5895056429985159
10.0,10.0,45.0,144.0,32.0,176.0,90.0,277.0,0.5901040244969487
10.0,10.0,45.0,144.0,32.0,176.0,90.0,277.0,0.5899167018795701
10.0,10.0,45.0,168.0,164.0,77.0,269.0,23.0,-0.09299281698455975
10.0,10.0,45.0,168.0,164.0,77.0,269.0,23.0,-0.09282669840124402
10.0,10.0,45.0,168.0,164.0,77.0,269.0,23.0,-0.0926909262264286
10.0,10.0,45.0,168.0,164.0,77.0,269.0,23.0,-0.0930241237404692
10.0,10.0,45.0,168.0,164.0,77.0,269.0,23.0,-0.09228353126696165
10.0,10.0,45.0,168.0,164.0,77.0,269.0,23.0,-0.09239859120150395
10.0,10.0,45.0,168.0,164.0,77.0,269.0,23.0,-0.09186068088022292
10.0,10.0,45.0,168.0,164.0,77.0,269.0,23.0,-0.09314346927984563
10.0,10.0,45.0,168.0,164.0,77.0,269.0,23.0,-0.09403252172911047
10.0,10.0,45.0,168.0,164.0,77.0,269.0,23.0,-0.0914837414506744
10.0,10.0,46.0,20.0,216.0,258.0,174.0,267.0,1.0754354538217024
10.0,10.0,46.0,20.0,216.0,258.0,174.0,267.0,1.0765264287321201
10.0,10.0,46.0,20.0,216.0,258.0,174.0,267.0,1.0757841512303723
10.0,10.0,46.0,20.0,216.0,258.0,174.0,267.0,1.0758377724516142
10.0,10.0,46.0,20.0,216.0,258.0,174.0,267.0,1.076331183805138
10.0,10.0,46.0,20.0,216.0,258.0,174.0,267.0,1.075997616326161
10.0,10.0,46.0,20.0,216.0,258.0,174.0,267.0,1.0753910073360817
10.0,10.0,46.0,20.0,216.0,258.0,174.0,267.0,1.0762893232400244
10.0,10.0,46.0,20.0,216.0,258.0,174.0,267.0,1.0763004167213595
10.0,10.0,46.0,20.0,216.0,258.0,174.0,267.0,1.0758415177891985
10.0,10.0,46.0,69.0,195.0,175.0,104.0,284.0,1.0569363735667867
10.0,10.0,46.0,69.0,195.0,175.0,104.0,284.0,1.0445622363664016
10.0,10.0,46.0,69.0,195.0,175.0,104.0,284.0,1.061001466500136
10.0,10.0,46.0,69.0,195.0,175.0,104.0,284.0,1.0438550482712063
10.0,10.0,46.0,69.0,195.0,175.0,104.0,284.0,1.0475345480854865
10.0,10.0,46.0,69.0,195.0,175.0,104.0,284.0,1.0613979132063451
10.0,10.0,46.0,69.0,195.0,175.0,104.0,284.0,1.073170281262714
10.0,10.0,46.0,69.0,195.0,175.0,104.0,284.0,1.0845596953554242
10.0,10.0,46.0,69.0,195.0,175.0,104.0,284.0,1.0475208715708737
10.0,10.0,46.0,69.0,195.0,175.0,104.0,284.0,1.052077081501264
10.0,10.0,46.0,133.0,69.0,244.0,250.0,129.0,0.19895811048273226
10.0,10.0,46.0,133.0,69.0,244.0,250.0,129.0,0.19880446630454163
10.0,10.0,46.0,133.0,69.0,244.0,250.0,129.0,0.19931682425224606
10.0,10.0,46.0,133.0,69.0,244.0,250.0,129.0,0.1986111233332839
10.0,10.0,46.0,133.0,69.0,244.0,250.0,129.0,0.19857749149138337
10.0,10.0,46.0,133.0,69.0,244.0,250.0,129.0,0.1997897462605438
10.0,10.0,46.0,133.0,69.0,244.0,250.0,129.0,0.20086275640675133
10.0,10.0,46.0,133.0,69.0,244.0,250.0,129.0,0.19976308729062442
10.0,10.0,46.0,133.0,69.0,244.0,250.0,129.0,0.19935868675423807
10.0,10.0,46.0,133.0,69.0,244.0,250.0,129.0,0.2008482880903839
10.0,10.0,47.0,82.0,30.0,175.0,238.0,195.0,-0.3473113200851645
10.0,10.0,47.0,82.0,30.0,175.0,238.0,195.0,-0.34800748506665835
10.0,10.0,47.0,82.0,30.0,175.0,238.0,195.0,-0.3460469721808641
10.0,10.0,47.0,82.0,30.0,175.0,238.0,195.0,-0.3476212818912603
10.0,10.0,47.0,82.0,30.0,175.0,238.0,195.0,-0.34645835855859763
10.0,10.0,47.0,82.0,30.0,175.0,238.0,195.0,-0.3469931190657136
10.0,10.0,47.0,82.0,30.0,175.0,238.0,195.0,-0.348206821522032
10.0,10.0,47.0,82.0,30.0,175.0,238.0,195.0,-0.34668937179367276
10.0,10.0,47.0,82.0,30.0,175.0,238.0,195.0,-0.3462832946176211
10.0,10.0,47.0,82.0,30.0,175.0,238.0,195.0,-0.34693417834309326
10.0,10.0,48.0,109.0,108.0,188.0,1.0,248.0,0.9460876385765846
10.0,10.0,48.0,109.0,108.0,188.0,1.0,248.0,0.9460819386608319
10.0,10.0,48.0,109.0,108.0,188.0,1.0,248.0,0.9459346640414126
10.0,10.0,48.0,109.0,108.0,188.0,1.0,248.0,0.9452306791735083
10.0,10.0,48.0,109.0,108.0,188.0,1.0,248.0,0.9454093012921838
10.0,10.0,48.0,109.0,108.0,188.0,1.0,248.0,0.9459055613980503
10.0,10.0,48.0,109.0,108.0,188.0,1.0,248.0,0.9462587571494421
10.0,10.0,48.0,109.0,108.0,188.0,1.0,248.0,0.9462654368342169
10.0,10.0,48.0,109.0,108.0,188.0,1.0,248.0,0.9460897065838532
10.0,10.0,48.0,109.0,108.0,188.0,1.0,248.0,0.9458067271559643
10.0,10.0,48.0,132.0,166.0,220.0,231.0,240.0,1.0159970402610217
10.0,10.0,48.0,132.0,166.0,220.0,231.0,240.0,1.0949015864039704
10.0,10.0,48.0,132.0,166.0,220.0,231.0,240.0,1.12812225633509
10.0,10.0,48.0,132.0,166.0,220.0,231.0,240.0,1.1211524967826996
10.0,10.0,48.0,132.0,166.0,220.0,231.0,240.0,1.0962669758975296
10.0,10.0,48.0,132.0,166.0,220.0,231.0,240.0,1.0556618867726493
10.0,10.0,48.0,132.0,166.0,220.0,231.0,240.0,1.055693916147899
10.0,10.0,48.0,132.0,166.0,220.0,231.0,240.0,1.0405244458719825
10.0,10.0,48.0,132.0,166.0,220.0,231.0,240.0,1.0560993656440736
10.0,10.0,49.0,36.0,226.0,235.0,290.0,234.0,0.8883333714630655
10.0,10.0,49.0,36.0,226.0,235.0,290.0,234.0,0.889110761281545
10.0,10.0,49.0,36.0,226.0,235.0,290.0,234.0,0.8882560108928723
10.0,10.0,49.0,36.0,226.0,235.0,290.0,234.0,0.8900988962468397
10.0,10.0,49.0,36.0,226.0,235.0,290.0,234.0,0.8862865045018549
10.0,10.0,49.0,36.0,226.0,235.0,290.0,234.0,0.8879792760584932
10.0,10.0,49.0,36.0,226.0,235.0,290.0,234.0,0.8863257667543811
10.0,10.0,49.0,36.0,226.0,235.0,290.0,234.0,0.882821022502684
10.0,10.0,49.0,36.0,226.0,235.0,290.0,234.0,0.8904964280780543
10.0,10.0,49.0,36.0,226.0,235.0,290.0,234.0,0.8865938160376281
10.0,10.0,49.0,99.0,252.0,159.0,265.0,81.0,0.2750509027928303
10.0,10.0,49.0,99.0,252.0,159.0,265.0,81.0,0.27528545383009306
10.0,10.0,49.0,99.0,252.0,159.0,265.0,81.0,0.2752333781969063
10.0,10.0,49.0,99.0,252.0,159.0,265.0,81.0,0.2740728015204774
10.0,10.0,49.0,99.0,252.0,159.0,265.0,81.0,0.27274314860595283
10.0,10.0,49.0,99.0,252.0,159.0,265.0,81.0,0.27440710328692064
10.0,10.0,49.0,99.0,252.0,159.0,265.0,81.0,0.27543812188005123
10.0,10.0,49.0,99.0,252.0,159.0,265.0,81.0,0.27431393287171746
10.0,10.0,49.0,99.0,252.0,159.0,265.0,81.0,0.27468560077125903
10.0,10.0,49.0,99.0,252.0,159.0,265.0,81.0,0.27680605398426095
10.0,10.0,49.0,124.0,98.0,265.0,253.0,11.0,-0.532230635079646
10.0,10.0,49.0,124.0,98.0,265.0,253.0,11.0,-0.5336616688478149
10.0,10.0,49.0,124.0,98.0,265.0,253.0,11.0,-0.5325937821149687
10.0,10.0,49.0,124.0,98.0,265.0,253.0,11.0,-0.5322991900529646
10.0,10.0,49.0,124.0,98.0,265.0,253.0,11.0,-0.5325484026789029
10.0,10.0,49.0,124.0,98.0,265.0,253.0,11.0,-0.5329466777010645
10.0,10.0,49.0,124.0,98.0,265.0,253.0,11.0,-0.5327012441455548
10.0,10.0,49.0,124.0,98.0,265.0,253.0,11.0,-0.5324422429938953
10.0,10.0,49.0,124.0,98.0,265.0,253.0,11.0,-0.5333653142633064
10.0,10.0,49.0,124.0,98.0,265.0,253.0,11.0,-0.5331977757594148
10.0,10.0,50.0,6.0,65.0,186.0,225.0,216.0,0.32151178490334553
10.0,10.0,50.0,6.0,65.0,186.0,225.0,216.0,0.3210846382723891
10.0,10.0,50.0,6.0,65.0,186.0,225.0,216.0,0.32130689380441546
10.0,10.0,50.0,6.0,65.0,186.0,225.0,216.0,0.3228748280192828
10.0,10.0,50.0,6.0,65.0,186.0,225.0,216.0,0.3222669352809908
10.0,10.0,50.0,6.0,65.0,186.0,225.0,216.0,0.32305876175783843
10.0,10.0,50.0,6.0,65.0,186.0,225.0,216.0,0.3234166994492025
10.0,10.0,50.0,6.0,65.0,186.0,225.0,216.0,0.3222101346450237
10.0,10.0,50.0,6.0,65.0,186.0,225.0,216.0,0.32258932740471735
10.0,10.0,50.0,6.0,65.0,186.0,225.0,216.0,0.3217696348594774
10.0,10.0,50.0,13.0,86.0,78.0,263.0,151.0,0.5513956482744051
10.0,10.0,50.0,13.0,86.0,78.0,263.0,151.0,0.5467483090878671
10.0,10.0,50.0,13.0,86.0,78.0,263.0,151.0,0.548675816017824
10.0,10.0,50.0,13.0,86.0,78.0,263.0,151.0,0.5400693624185935
10.0,10.0,50.0,13.0,86.0,78.0,263.0,151.0,0.44563195094511765
10.0,10.0,50.0,13.0,86.0,78.0,263.0,151.0,0.5481244771172307
10.0,10.0,50.0,13.0,86.0,78.0,263.0,151.0,0.5462308954849522
10.0,10.0,50.0,13.0,86.0,78.0,263.0,151.0,0.5467712151730624
10.0,10.0,50.0,13.0,86.0,78.0,263.0,151.0,0.5485325370445082
10.0,10.0,50.0,13.0,86.0,78.0,263.0,151.0,0.4465395966197949
10.0,10.0,50.0,66.0,277.0,65.0,203.0,6.0,-0.5049769504192336
10.0,10.0,50.0,66.0,277.0,65.0,203.0,6.0,-0.5038135906532362
10.0,10.0,50.0,66.0,277.0,65.0,203.0,6.0,-0.5044084025856401
10.0,10.0,50.0,66.0,277.0,65.0,203.0,6.0,-0.5039424391277154
10.0,10.0,50.0,66.0,277.0,65.0,203.0,6.0,-0.504043622387651
10.0,10.0,50.0,66.0,277.0,65.0,203.0,6.0,-0.5046189121705376
10.0,10.0,50.0,66.0,277.0,65.0,203.0,6.0,-0.503740921801314
10.0,10.0,50.0,66.0,277.0,65.0,203.0,6.0,-0.5044108926011321
10.0,10.0,50.0,66.0,277.0,65.0,203.0,6.0,-0.5035688142902028
10.0,10.0,50.0,66.0,277.0,65.0,203.0,6.0,-0.5045160230394892
10.0,10.0,50.0,71.0,270.0,41.0,270.0,173.0,0.45300899388362503
10.0,10.0,50.0,71.0,270.0,41.0,270.0,173.0,0.44361474751724295
10.0,10.0,50.0,71.0,270.0,41.0,270.0,173.0,0.45184309746998697
10.0,10.0,50.0,71.0,270.0,41.0,270.0,173.0,0.4298525080711466
10.0,10.0,50.0,71.0,270.0,41.0,270.0,173.0,0.4801470583347007
10.0,10.0,50.0,71.0,270.0,41.0,270.0,173.0,0.4518961547384166
10.0,10.0,50.0,71.0,270.0,41.0,270.0,173.0,0.44757011303158123
10.0,10.0,50.0,71.0,270.0,41.0,270.0,173.0,0.4790086727212275
10.0,10.0,50.0,71.0,270.0,41.0,270.0,173.0,0.44688091101990945
10.0,10.0,51.0,148.0,98.0,246.0,228.0,1.0,0.02208047974662053
10.0,10.0,51.0,148.0,98.0,246.0,228.0,1.0,0.021502169907721358
10.0,10.0,51.0,148.0,98.0,246.0,228.0,1.0,0.022460331898596086
10.0,10.0,51.0,148.0,98.0,246.0,228.0,1.0,0.02152785760586573
10.0,10.0,51.0,148.0,98.0,246.0,228.0,1.0,0.020604557842173188
10.0,10.0,51.0,148.0,98.0,246.0,228.0,1.0,0.020314665906839835
10.0,10.0,51.0,148.0,98.0,246.0,228.0,1.0,0.022360879729218963
10.0,10.0,51.0,148.0,98.0,246.0,228.0,1.0,0.020196229913838293
10.0,10.0,51.0,148.0,98.0,246.0,228.0,1.0,0.022962158406897082
10.0,10.0,51.0,148.0,98.0,246.0,228.0,1.0,0.020013047085710278
10.0,10.0,51.0,160.0,82.0,219.0,135.0,277.0,1.0928910446983262
10.0,10.0,51.0,160.0,82.0,219.0,135.0,277.0,1.0921667923440574
10.0,10.0,51.0,160.0,82.0,219.0,135.0,277.0,1.090912372167288
10.0,10.0,51.0,160.0,82.0,219.0,135.0,277.0,1.0918784667323562
10.0,10.0,51.0,160.0,82.0,219.0,135.0,277.0,1.0923378052065837
10.0,10.0,51.0,160.0,82.0,219.0,135.0,277.0,1.096053587475319
10.0,10.0,51.0,160.0,82.0,219.0,135.0,277.0,1.1318171737104943
10.0,10.0,51.0,160.0,82.0,219.0,135.0,277.0,1.0934528728419322
10.0,10.0,51.0,160.0,82.0,219.0,135.0,277.0,1.0925965380205973
10.0,10.0,51.0,160.0,82.0,219.0,135.0,277.0,1.1300372468760753
10.0,10.0,51.0,168.0,91.0,266.0,153.0,293.0,0.7466210292130129
10.0,10.0,51.0,168.0,91.0,266.0,153.0,293.0,0.7496699926122732
10.0,10.0,51.0,168.0,91.0,266.0,153.0,293.0,0.7468461757756606
10.0,10.0,51.0,168.0,91.0,266.0,153.0,293.0,0.7458325087808184
10.0,10.0,51.0,168.0,91.0,266.0,153.0,293.0,0.7484273696257857
10.0,10.0,51.0,168.0,91.0,266.0,153.0,293.0,0.7453339512985582
10.0,10.0,51.0,168.0,91.0,266.0,153.0,293.0,0.7469176371484487
10.0,10.0,51.0,168.0,91.0,266.0,153.0,293.0,0.7450153409670561
10.0,10.0,51.0,168.0,91.0,266.0,153.0,293.0,0.7453910665647172
10.0,10.0,51.0,168.0,91.0,266.0,153.0,293.0,0.7450029673874561
10.0,10.0,52.0,18.0,221.0,12.0,285.0,110.0,1.379626424192961
10.0,10.0,52.0,18.0,221.0,12.0,285.0,110.0,1.3838452977538154
10.0,10.0,52.0,18.0,221.0,12.0,285.0,110.0,1.3839560259218708
10.0,10.0,52.0,18.0,221.0,12.0,285.0,110.0,1.384335604676001
10.0,10.0,52.0,18.0,221.0,12.0,285.0,110.0,1.3846413231866355
10.0,10.0,52.0,18.0,221.0,12.0,285.0,110.0,1.3832491942900729
10.0,10.0,52.0,18.0,221.0,12.0,285.0,110.0,1.383976995684585
10.0,10.0,52.0,18.0,221.0,12.0,285.0,110.0,1.282966972773571
10.0,10.0,52.0,18.0,221.0,12.0,285.0,110.0,1.390709468379228
10.0,10.0,52.0,18.0,221.0,12.0,285.0,110.0,1.3833913067326988
10.0,10.0,52.0,110.0,217.0,226.0,276.0,274.0,1.2550690974891086
10.0,10.0,52.0,110.0,217.0,226.0,276.0,274.0,1.2644441054007511
10.0,10.0,52.0,110.0,217.0,226.0,276.0,274.0,1.2554863145471082
10.0,10.0,52.0,110.0,217.0,226.0,276.0,274.0,1.2646492800085682
10.0,10.0,52.0,110.0,217.0,226.0,276.0,274.0,1.2588755960092994
10.0,10.0,52.0,110.0,217.0,226.0,276.0,274.0,1.2706402679836342
10.0,10.0,52.0,110.0,217.0,226.0,276.0,274.0,1.260799791268449
10.0,10.0,52.0,110.0,217.0,226.0,276.0,274.0,1.2590951561899204
10.0,10.0,52.0,110.0,217.0,226.0,276.0,274.0,1.2619875109622511
10.0,10.0,52.0,110.0,217.0,226.0,276.0,274.0,1.2513200535237798
10.0,10.0,53.0,88.0,242.0,71.0,255.0,124.0,0.28812494672165334
10.0,10.0,53.0,88.0,242.0,71.0,255.0,124.0,0.29767048711273336
10.0,10.0,53.0,88.0,242.0,71.0,255.0,124.0,0.2949498860463986
10.0,10.0,53.0,88.0,242.0,71.0,255.0,124.0,0.2850624186690678
10.0,10.0,53.0,88.0,242.0,71.0,255.0,124.0,0.29242024269811084
10.0,10.0,53.0,88.0,242.0,71.0,255.0,124.0,0.2934940277149465
10.0,10.0,53.0,88.0,242.0,71.0,255.0,124.0,0.2886690805394716
10.0,10.0,53.0,88.0,242.0,71.0,255.0,124.0,0.2897110362880233
10.0,10.0,53.0,88.0,242.0,71.0,255.0,124.0,0.2779397500311256
10.0,10.0,53.0,88.0,242.0,71.0,255.0,124.0,0.2968858139825359
10.0,10.0,53.0,91.0,34.0,156.0,242.0,215.0,-0.18923196920208563
10.0,10.0,53.0,91.0,34.0,156.0,242.0,215.0,-0.18923966098873635
10.0,10.0,53.0,91.0,34.0,156.0,242.0,215.0,-0.18869240804647358
10.0,10.0,53.0,91.0,34.0,156.0,242.0,215.0,-0.1884262096322744
10.0,10.0,53.0,91.0,34.0,156.0,242.0,215.0,-0.18929014007730194
10.0,10.0,53.0,91.0,34.0,156.0,242.0,215.0,-0.18932575405385776
10.0,10.0,53.0,91.0,34.0,156.0,242.0,215.0,-0.18791548957280657
10.0,10.0,53.0,91.0,34.0,156.0,242.0,215.0,-0.19202392782229882
10.0,10.0,53.0,91.0,34.0,156.0,242.0,215.0,-0.190365300798518
10.0,10.0,53.0,91.0,34.0,156.0,242.0,215.0,-0.189989644424835
10.0,10.0,53.0,127.0,174.0,209.0,216.0,274.0,0.9000185188136627
10.0,10.0,53.0,127.0,174.0,209.0,216.0,274.0,0.8577851841679995
10.0,10.0,53.0,127.0,174.0,209.0,216.0,274.0,0.9010267259638929
