x1,y1,x2,y2,x3,y3,x4,y4,oob_distance
10.0,10.0,13.0,126.0,34.0,179.0,194.0,289.0,0.8897127924135075
10.0,10.0,13.0,126.0,34.0,179.0,194.0,289.0,0.8864452020545632
10.0,10.0,13.0,126.0,34.0,179.0,194.0,289.0,0.9068906100267122
10.0,10.0,13.0,126.0,34.0,179.0,194.0,289.0,0.9121115063026974
10.0,10.0,13.0,126.0,34.0,179.0,194.0,289.0,0.914250743758271
10.0,10.0,13.0,126.0,34.0,179.0,194.0,289.0,0.9104141149796363
10.0,10.0,13.0,126.0,34.0,179.0,194.0,289.0,0.9096210163636471
10.0,10.0,13.0,126.0,34.0,179.0,194.0,289.0,0.9080763999534169
10.0,10.0,13.0,138.0,18.0,211.0,41.0,290.0,0.9104488972661573
10.0,10.0,13.0,138.0,18.0,211.0,41.0,290.0,1.0064184644738596
10.0,10.0,13.0,138.0,18.0,211.0,41.0,290.0,1.0100278632570876
10.0,10.0,13.0,138.0,18.0,211.0,41.0,290.0,1.028563335906611
10.0,10.0,13.0,138.0,18.0,211.0,41.0,290.0,0.9103953235197837
10.0,10.0,13.0,138.0,18.0,211.0,41.0,290.0,0.9106118378110213
10.0,10.0,13.0,138.0,18.0,211.0,41.0,290.0,1.0255971595386937
10.0,10.0,13.0,138.0,18.0,211.0,41.0,290.0,0.9125817514464238
10.0,10.0,13.0,138.0,18.0,211.0,41.0,290.0,0.9104590356634332
10.0,10.0,13.0,138.0,18.0,211.0,41.0,290.0,1.0298074622073763
10.0,10.0,14.0,35.0,12.0,244.0,157.0,278.0,0.5447863585744943
10.0,10.0,14.0,35.0,12.0,244.0,157.0,278.0,0.5452717039272394
10.0,10.0,14.0,35.0,12.0,244.0,157.0,278.0,0.5400645011268679
10.0,10.0,14.0,35.0,12.0,244.0,157.0,278.0,0.54633285660985
10.0,10.0,14.0,35.0,12.0,244.0,157.0,278.0,0.5434706698646881
10.0,10.0,14.0,35.0,12.0,244.0,157.0,278.0,0.5466549802709177
10.0,10.0,14.0,35.0,12.0,244.0,157.0,278.0,0.5461895139168873
10.0,10.0,14.0,35.0,12.0,244.0,157.0,278.0,0.5391039142222083
10.0,10.0,14.0,35.0,12.0,244.0,157.0,278.0,0.5427896907021887
10.0,10.0,14.0,40.0,262.0,96.0,171.0,240.0,0.49456765213438847
10.0,10.0,14.0,40.0,262.0,96.0,171.0,240.0,0.49501429249222295
10.0,10.0,14.0,40.0,262.0,96.0,171.0,240.0,0.4945204674747439
10.0,10.0,14.0,40.0,262.0,96.0,171.0,240.0,0.4939686403424881
10.0,10.0,14.0,40.0,262.0,96.0,171.0,240.0,0.49517278303903667
10.0,10.0,14.0,40.0,262.0,96.0,171.0,240.0,0.4954474348554734
10.0,10.0,14.0,40.0,262.0,96.0,171.0,240.0,0.4933838776142663
10.0,10.0,14.0,40.0,262.0,96.0,171.0,240.0,0.4958730053952307
10.0,10.0,14.0,40.0,262.0,96.0,171.0,240.0,0.49613326893036525
10.0,10.0,14.0,40.0,262.0,96.0,171.0,240.0,0.49404706298537415
10.0,10.0,14.0,72.0,235.0,168.0,241.0,206.0,0.6681091080114026
10.0,10.0,14.0,72.0,235.0,168.0,241.0,206.0,0.6648330669674205
10.0,10.0,14.0,72.0,235.0,168.0,241.0,206.0,0.6814949769091618
10.0,10.0,14.0,72.0,235.0,168.0,241.0,206.0,0.655820878954585
10.0,10.0,14.0,72.0,235.0,168.0,241.0,206.0,0.6546514242703487
10.0,10.0,14.0,72.0,235.0,168.0,241.0,206.0,0.670290256382811
10.0,10.0,14.0,72.0,235.0,168.0,241.0,206.0,0.6746016308805014
10.0,10.0,14.0,72.0,235.0,168.0,241.0,206.0,0.6576376415318586
10.0,10.0,14.0,72.0,235.0,168.0,241.0,206.0,0.6362884565731026
10.0,10.0,14.0,72.0,235.0,168.0,241.0,206.0,0.6639917633220196
10.0,10.0,14.0,135.0,94.0,264.0,272.0,225.0,0.8589302676162014
10.0,10.0,14.0,135.0,94.0,264.0,272.0,225.0,0.8555684919481836
10.0,10.0,14.0,135.0,94.0,264.0,272.0,225.0,0.8581907741667305
10.0,10.0,14.0,135.0,94.0,264.0,272.0,225.0,0.8550883526227442
10.0,10.0,14.0,135.0,94.0,264.0,272.0,225.0,0.8561184091410865
10.0,10.0,14.0,135.0,94.0,264.0,272.0,225.0,0.8597582390403318
10.0,10.0,14.0,135.0,94.0,264.0,272.0,225.0,0.855776495672631
10.0,10.0,14.0,135.0,94.0,264.0,272.0,225.0,0.854701298697742
10.0,10.0,14.0,135.0,94.0,264.0,272.0,225.0,0.8573752880497787
10.0,10.0,14.0,135.0,94.0,264.0,272.0,225.0,0.8566920073289552
10.0,10.0,15.0,58.0,229.0,254.0,207.0,290.0,0.9014858310504974
10.0,10.0,15.0,58.0,229.0,254.0,207.0,290.0,0.9037495318541533
10.0,10.0,15.0,58.0,229.0,254.0,207.0,290.0,0.9015254455302888
10.0,10.0,15.0,58.0,229.0,254.0,207.0,290.0,0.8508036485105717
10.0,10.0,15.0,58.0,229.0,254.0,207.0,290.0,0.9009637870028409
10.0,10.0,15.0,58.0,229.0,254.0,207.0,290.0,0.9035366282201642
10.0,10.0,15.0,58.0,229.0,254.0,207.0,290.0,0.8993956329707364
10.0,10.0,15.0,58.0,229.0,254.0,207.0,290.0,0.896657363535817
10.0,10.0,15.0,58.0,229.0,254.0,207.0,290.0,0.9012053164797553
10.0,10.0,15.0,58.0,229.0,254.0,207.0,290.0,0.8979378770686388
10.0,10.0,15.0,142.0,37.0,196.0,201.0,167.0,0.5510022131362198
10.0,10.0,15.0,142.0,37.0,196.0,201.0,167.0,0.5525237431947807
10.0,10.0,15.0,142.0,37.0,196.0,201.0,167.0,0.5514558371652538
10.0,10.0,15.0,142.0,37.0,196.0,201.0,167.0,0.5519982249009927
10.0,10.0,15.0,142.0,37.0,196.0,201.0,167.0,0.5528349826396355
10.0,10.0,15.0,142.0,37.0,196.0,201.0,167.0,0.5521575419360154
10.0,10.0,15.0,142.0,37.0,196.0,201.0,167.0,0.5528433078932304
10.0,10.0,15.0,142.0,37.0,196.0,201.0,167.0,0.5520781789213627
10.0,10.0,15.0,142.0,37.0,196.0,201.0,167.0,0.5517879132475474
10.0,10.0,15.0,142.0,37.0,196.0,201.0,167.0,0.5517307904600535
10.0,10.0,16.0,67.0,237.0,48.0,259.0,142.0,-0.2114662912726395
10.0,10.0,16.0,67.0,237.0,48.0,259.0,142.0,-0.216211166543113
10.0,10.0,16.0,67.0,237.0,48.0,259.0,142.0,-0.27122022977180205
10.0,10.0,16.0,67.0,237.0,48.0,259.0,142.0,-0.2130735483859536
10.0,10.0,16.0,67.0,237.0,48.0,259.0,142.0,-0.30573360245378467
10.0,10.0,16.0,67.0,237.0,48.0,259.0,142.0,-0.2816321499982424
10.0,10.0,16.0,67.0,237.0,48.0,259.0,142.0,-0.2255448142618781
10.0,10.0,16.0,67.0,237.0,48.0,259.0,142.0,-0.2258479172080099
10.0,10.0,16.0,67.0,237.0,48.0,259.0,142.0,-0.2540572743704326
10.0,10.0,16.0,67.0,237.0,48.0,259.0,142.0,-0.2573893471858524
10.0,10.0,16.0,73.0,42.0,162.0,5.0,176.0,0.9530497811440963
10.0,10.0,16.0,73.0,42.0,162.0,5.0,176.0,0.9524270338991672
10.0,10.0,16.0,73.0,42.0,162.0,5.0,176.0,0.9522929983280803
10.0,10.0,16.0,73.0,42.0,162.0,5.0,176.0,0.9533928655343396
10.0,10.0,16.0,73.0,42.0,162.0,5.0,176.0,0.9534627649937308
10.0,10.0,16.0,73.0,42.0,162.0,5.0,176.0,0.9507119102369299
10.0,10.0,16.0,73.0,42.0,162.0,5.0,176.0,0.9523323512301884
10.0,10.0,16.0,73.0,42.0,162.0,5.0,176.0,0.9533138316798495
10.0,10.0,16.0,73.0,42.0,162.0,5.0,176.0,0.9542498555533112
10.0,10.0,16.0,73.0,42.0,162.0,5.0,176.0,0.9544146608633963
10.0,10.0,16.0,136.0,35.0,245.0,263.0,41.0,0.17391361456790455
10.0,10.0,16.0,136.0,35.0,245.0,263.0,41.0,0.1720769813169183
10.0,10.0,16.0,136.0,35.0,245.0,263.0,41.0,0.17232282363734286
10.0,10.0,16.0,136.0,35.0,245.0,263.0,41.0,0.1740565607348945
10.0,10.0,16.0,136.0,35.0,245.0,263.0,41.0,0.17334965399950408
10.0,10.0,16.0,136.0,35.0,245.0,263.0,41.0,0.17135115354575925
10.0,10.0,16.0,136.0,35.0,245.0,263.0,41.0,0.17375977121557473
10.0,10.0,16.0,136.0,35.0,245.0,263.0,41.0,0.17308205383933561
10.0,10.0,16.0,136.0,35.0,245.0,263.0,41.0,0.1744962277496469
10.0,10.0,16.0,136.0,35.0,245.0,263.0,41.0,0.17335780292933745
10.0,10.0,16.0,145.0,27.0,216.0,264.0,214.0,0.6310192910161971
10.0,10.0,16.0,145.0,27.0,216.0,264.0,214.0,0.6198851854669603
10.0,10.0,16.0,145.0,27.0,216.0,264.0,214.0,0.6247992435948964
10.0,10.0,16.0,145.0,27.0,216.0,264.0,214.0,0.6320107646796012
10.0,10.0,16.0,145.0,27.0,216.0,264.0,214.0,0.6345667381938758
10.0,10.0,16.0,145.0,27.0,216.0,264.0,214.0,0.6305727950945779
10.0,10.0,16.0,145.0,27.0,216.0,264.0,214.0,0.6312330629023617
10.0,10.0,16.0,145.0,27.0,216.0,264.0,214.0,0.6304343712331621
10.0,10.0,16.0,145.0,27.0,216.0,264.0,214.0,0.6304045373244718
10.0,10.0,16.0,145.0,27.0,216.0,264.0,214.0,0.6198434702964286
10.0,10.0,16.0,150.0,18.0,224.0,176.0,242.0,-0.09108989421464297
10.0,10.0,16.0,150.0,18.0,224.0,176.0,242.0,-0.08897768472347112
10.0,10.0,16.0,150.0,18.0,224.0,176.0,242.0,-0.09664549149133794
10.0,10.0,16.0,150.0,18.0,224.0,176.0,242.0,-0.08958701133091873
10.0,10.0,16.0,150.0,18.0,224.0,176.0,242.0,-0.09625204023310552
10.0,10.0,16.0,150.0,18.0,224.0,176.0,242.0,-0.0883051244066877
10.0,10.0,16.0,150.0,18.0,224.0,176.0,242.0,-0.08959707898333358
10.0,10.0,16.0,150.0,18.0,224.0,176.0,242.0,-0.08983842423378574
10.0,10.0,16.0,150.0,18.0,224.0,176.0,242.0,-0.09010279364812179
10.0,10.0,16.0,150.0,18.0,224.0,176.0,242.0,-0.0895129013467928
10.0,10.0,16.0,153.0,7.0,184.0,57.0,237.0,0.34136231884389034
10.0,10.0,16.0,153.0,7.0,184.0,57.0,237.0,0.34570374413612104
10.0,10.0,16.0,153.0,7.0,184.0,57.0,237.0,0.3418503235985839
10.0,10.0,16.0,153.0,7.0,184.0,57.0,237.0,0.34215041080152053
10.0,10.0,16.0,153.0,7.0,184.0,57.0,237.0,0.3411573492587092
10.0,10.0,16.0,153.0,7.0,184.0,57.0,237.0,0.33984163264150546
10.0,10.0,16.0,153.0,7.0,184.0,57.0,237.0,0.3413934153140348
10.0,10.0,16.0,153.0,7.0,184.0,57.0,237.0,0.34019344617631964
10.0,10.0,16.0,153.0,7.0,184.0,57.0,237.0,0.3407050713303821
10.0,10.0,16.0,153.0,7.0,184.0,57.0,237.0,0.33908943813990056
10.0,10.0,17.0,54.0,54.0,185.0,208.0,234.0,0.8018414039673434
10.0,10.0,17.0,54.0,54.0,185.0,208.0,234.0,0.8018806929114444
10.0,10.0,17.0,54.0,54.0,185.0,208.0,234.0,0.8019842170213836
10.0,10.0,17.0,54.0,54.0,185.0,208.0,234.0,0.801527596021403
10.0,10.0,17.0,54.0,54.0,185.0,208.0,234.0,0.8016143757876322
10.0,10.0,17.0,54.0,54.0,185.0,208.0,234.0,0.8020729471384738
10.0,10.0,17.0,54.0,54.0,185.0,208.0,234.0,0.8018438730674116
10.0,10.0,17.0,54.0,54.0,185.0,208.0,234.0,0.8019073714264
10.0,10.0,17.0,54.0,54.0,185.0,208.0,234.0,0.8017691812776926
10.0,10.0,17.0,54.0,54.0,185.0,208.0,234.0,0.8018599308498437
10.0,10.0,17.0,69.0,197.0,41.0,218.0,81.0,-0.07894223834132408
10.0,10.0,17.0,69.0,197.0,41.0,218.0,81.0,-0.07953980373236647
10.0,10.0,17.0,69.0,197.0,41.0,218.0,81.0,-0.08159529467327298
10.0,10.0,17.0,69.0,197.0,41.0,218.0,81.0,-0.07692473121254073
10.0,10.0,17.0,69.0,197.0,41.0,218.0,81.0,-0.08237314317600752
10.0,10.0,17.0,69.0,197.0,41.0,218.0,81.0,-0.0850615758879445
10.0,10.0,17.0,69.0,197.0,41.0,218.0,81.0,-0.08697745709995575
10.0,10.0,17.0,69.0,197.0,41.0,218.0,81.0,-0.07999374214024613
10.0,10.0,17.0,69.0,197.0,41.0,218.0,81.0,-0.07872487578415033
10.0,10.0,17.0,69.0,197.0,41.0,218.0,81.0,-0.08132354551396803
10.0,10.0,17.0,80.0,269.0,168.0,227.0,274.0,0.47467082068274324
10.0,10.0,17.0,80.0,269.0,168.0,227.0,274.0,0.4811898465622364
10.0,10.0,17.0,80.0,269.0,168.0,227.0,274.0,0.4474708725367047
10.0,10.0,17.0,80.0,269.0,168.0,227.0,274.0,0.47813063187522364
10.0,10.0,17.0,80.0,269.0,168.0,227.0,274.0,0.47792164089465583
10.0,10.0,17.0,80.0,269.0,168.0,227.0,274.0,0.4751517335656914
10.0,10.0,17.0,80.0,269.0,168.0,227.0,274.0,0.47776586759474826
10.0,10.0,17.0,80.0,269.0,168.0,227.0,274.0,0.4783558263717631
10.0,10.0,17.0,80.0,269.0,168.0,227.0,274.0,0.47768289953061327
10.0,10.0,17.0,80.0,269.0,168.0,227.0,274.0,0.47902963536437193
10.0,10.0,18.0,151.0,90.0,262.0,159.0,239.0,0.32936305122725695
10.0,10.0,18.0,151.0,90.0,262.0,159.0,239.0,0.3096018171762769
10.0,10.0,18.0,151.0,90.0,262.0,159.0,239.0,0.31268435062965216
10.0,10.0,18.0,151.0,90.0,262.0,159.0,239.0,0.3116252284063894
10.0,10.0,18.0,151.0,90.0,262.0,159.0,239.0,0.3135745415845328
10.0,10.0,18.0,151.0,90.0,262.0,159.0,239.0,0.312201474488222
10.0,10.0,18.0,151.0,90.0,262.0,159.0,239.0,0.31394172982612933
10.0,10.0,18.0,151.0,90.0,262.0,159.0,239.0,0.3280264037352243
10.0,10.0,18.0,151.0,90.0,262.0,159.0,239.0,0.3249061385787846
10.0,10.0,18.0,151.0,90.0,262.0,159.0,239.0,0.3117522361570477
10.0,10.0,19.0,55.0,183.0,155.0,266.0,268.0,0.2843210979627653
10.0,10.0,19.0,55.0,183.0,155.0,266.0,268.0,0.19983510307544083
10.0,10.0,19.0,55.0,183.0,155.0,266.0,268.0,0.2732869174285706
10.0,10.0,19.0,55.0,183.0,155.0,266.0,268.0,0.2688581173826674
10.0,10.0,19.0,55.0,183.0,155.0,266.0,268.0,0.2638157585092744
10.0,10.0,19.0,55.0,183.0,155.0,266.0,268.0,0.2902970678507466
10.0,10.0,19.0,55.0,183.0,155.0,266.0,268.0,0.26484765698426505
10.0,10.0,19.0,55.0,183.0,155.0,266.0,268.0,0.28973635936363973
10.0,10.0,19.0,55.0,183.0,155.0,266.0,268.0,0.24268495101999732
