Target Index,TimeOfDay,Ego Speed,TrafficAmount,Keep Lane,Weather,Ultrasound,Damage,Distance,Lidar
0.0,0.44,26.0,10.0,1.0,5.0,1.9871466159820557,16468.22119140625,596.1767628362238,105.040375
0.0,0.44,26.0,10.0,1.0,5.0,4.278315544128418,15074.1220703125,678.2642427339385,109.48285
0.0,0.44,26.0,10.0,1.0,5.0,4.753583908081055,22350.2998046875,581.6466631811161,104.51659
0.0,0.44,26.0,10.0,1.0,5.0,9999.900390625,16299.63671875,644.0633812043726,109.147255
0.0,0.44,26.0,10.0,1.0,5.0,9999.900390625,16199.5693359375,577.317061211391,104.508965
0.0,0.44,26.0,10.0,1.0,5.0,9999.900390625,13797.14453125,668.7391381489559,109.28163
0.0,0.46,49.0,2.0,0.0,4.0,9999.900390625,1161.0782012939453,474.99316345566916,53.3565
0.0,0.46,49.0,2.0,0.0,4.0,9999.900390625,2238.018753051758,476.5080267277279,52.777916
0.0,0.46,49.0,2.0,0.0,4.0,9999.900390625,28746.509765625,570.858455212385,102.64461
0.0,0.46,49.0,2.0,0.0,4.0,9999.900390625,1181.5978698730469,476.83594352076267,51.972237
0.0,0.46,49.0,2.0,0.0,4.0,9999.900390625,1161.849624633789,475.2226318250345,53.164215
0.0,0.46,49.0,2.0,0.0,4.0,9999.900390625,15090.7470703125,518.2009880987763,72.634636
0.0,0.46,49.0,2.0,0.0,4.0,9999.900390625,11925.48388671875,519.3010289833605,74.17638
0.0,0.46,49.0,2.0,0.0,4.0,9999.900390625,1166.1876678466797,475.4727119080303,53.26059
0.0,0.46,49.0,2.0,0.0,4.0,9999.900390625,2243.1327056884766,477.4813679624673,54.07363
0.0,0.46,49.0,2.0,0.0,4.0,9999.900390625,2317.9647216796875,477.53343463265236,50.71025
0.0,0.51,20.0,7.0,1.0,4.0,9999.900390625,13499.10546875,650.979289502715,109.41614
0.0,0.51,20.0,7.0,1.0,4.0,4.517493724822998,2501.7255859375,802.7242715387792,109.3713
0.0,0.51,20.0,7.0,1.0,4.0,3.0383336544036865,13053.69384765625,577.1972916928792,104.4238
0.0,0.51,20.0,7.0,1.0,4.0,9999.900390625,13478.2587890625,681.707086350828,109.76652
0.0,0.51,20.0,7.0,1.0,4.0,9999.900390625,12415.33642578125,648.4507885206887,109.51689
0.0,0.51,20.0,7.0,1.0,4.0,9999.900390625,13279.39111328125,633.1215138357295,109.357025
0.0,0.51,20.0,7.0,1.0,4.0,9999.900390625,12586.8916015625,666.1838615747787,94.68981
0.0,0.51,20.0,7.0,1.0,4.0,9999.900390625,12560.593994140625,603.8251958179762,94.598915
0.0,0.51,20.0,7.0,1.0,4.0,2.2298765182495117,13202.4658203125,629.6002609302517,108.96687
0.0,0.51,20.0,7.0,1.0,4.0,3.199404239654541,13696.89404296875,650.1779008786165,109.26655
0.0,0.56,30.0,4.0,0.0,6.0,4.907334327697754,16183.7890625,671.7203594761214,109.16655
0.0,0.56,30.0,4.0,0.0,6.0,9999.900390625,2199.200149536133,478.02880146770235,53.79564
0.0,0.56,30.0,4.0,0.0,6.0,9999.900390625,9824.58837890625,530.2432463134174,94.61697
0.0,0.56,30.0,4.0,0.0,6.0,9999.900390625,5291.116943359375,478.0890392531548,54.447422
0.0,0.56,30.0,4.0,0.0,6.0,3.758131980895996,17596.021484375,537.8134917581846,99.95661
0.0,0.56,30.0,4.0,0.0,6.0,9999.900390625,3335.0802001953125,481.21712084619065,52.261738
0.0,0.56,30.0,4.0,0.0,6.0,9999.900390625,12974.35107421875,556.3913255791134,99.612206
0.0,0.56,30.0,4.0,0.0,6.0,9999.900390625,2331.5614013671875,479.84754919278765,53.200615
0.0,0.56,30.0,4.0,0.0,6.0,9999.900390625,14438.9384765625,669.4253375276274,109.21485
0.0,0.56,30.0,4.0,0.0,6.0,9999.900390625,2563.5415649414062,487.74922660284216,53.73372
0.0,0.61,49.0,3.0,1.0,1.0,9999.900390625,21456.16015625,558.5256697418247,100.36888
0.0,0.61,49.0,3.0,1.0,1.0,1.8979010581970215,25217.3203125,557.5903650873736,100.178925
0.0,0.61,49.0,3.0,1.0,1.0,9999.900390625,17484.21875,574.414533095073,104.31311
0.0,0.61,49.0,3.0,1.0,1.0,9999.900390625,17379.171875,594.5506383632509,104.16086
0.0,0.61,49.0,3.0,1.0,1.0,9999.900390625,20625.001953125,554.5133904996155,100.13125
0.0,0.61,49.0,3.0,1.0,1.0,9999.900390625,17293.0478515625,596.0100588564551,104.68064
0.0,0.61,49.0,3.0,1.0,1.0,9999.900390625,17591.1142578125,607.0533591301981,106.15905
0.0,0.61,49.0,3.0,1.0,1.0,1.6087582111358643,26412.75,668.3047444503004,109.18347
0.0,0.61,49.0,3.0,1.0,1.0,2.914797306060791,17117.08056640625,580.5083164045145,105.10173
0.0,0.61,49.0,3.0,1.0,1.0,9999.900390625,17571.5732421875,559.0491307189283,101.4452
0.0,0.76,20.0,8.0,0.0,6.0,9999.900390625,31.515167236328125,513.011100475029,69.92595
0.0,0.76,20.0,8.0,0.0,6.0,9999.900390625,27.05925941467285,511.84066066786136,68.56883
0.0,0.76,20.0,8.0,0.0,6.0,9999.900390625,80.04878234863281,510.66783768488244,67.227516
0.0,0.76,20.0,8.0,0.0,6.0,9999.900390625,0.014680146239697933,509.7995610115299,66.93475
0.0,0.76,20.0,8.0,0.0,6.0,9999.900390625,9697.22705078125,671.4345422940452,109.330345
0.0,0.76,20.0,8.0,0.0,6.0,9999.900390625,8181.865234375,658.5346495319789,109.20059
0.0,0.76,20.0,8.0,0.0,6.0,9999.900390625,19876.0556640625,555.0347621431678,100.12283
0.0,0.76,20.0,8.0,0.0,6.0,4.817356109619141,8288.0673828125,619.6024313878936,106.91501
0.0,0.76,20.0,8.0,0.0,6.0,9999.900390625,1.8338738679885864,509.58164341147955,67.22071
0.0,0.76,20.0,8.0,0.0,6.0,9999.900390625,57.38987350463867,511.2833465994309,67.635414
0.0,0.87,24.0,0.0,0.0,2.0,9999.900390625,1.9742640256881714,488.373834464794,53.654408
0.0,0.87,24.0,0.0,0.0,2.0,9999.900390625,2.007713556289673,488.7708788160283,56.33133
0.0,0.87,24.0,0.0,0.0,2.0,9999.900390625,1.9932501316070557,488.8977575323691,53.62137
0.0,0.87,24.0,0.0,0.0,2.0,9999.900390625,1.9721304178237915,488.61725599289434,53.694324
0.0,0.87,24.0,0.0,0.0,2.0,9999.900390625,1.9633842706680298,489.13462961328554,53.674366
0.0,0.87,24.0,0.0,0.0,2.0,9999.900390625,2.0124356746673584,488.81262335952766,53.72526
0.0,0.87,24.0,0.0,0.0,2.0,9999.900390625,1.9996660947799683,488.1408559967877,53.82985
0.0,0.87,24.0,0.0,0.0,2.0,9999.900390625,1.9656858444213867,488.994751227693,53.45321
0.0,0.87,24.0,0.0,0.0,2.0,9999.900390625,1.9986414909362793,488.5243398491215,53.62258
0.0,0.87,24.0,0.0,0.0,2.0,9999.900390625,1.9963047504425049,488.62699568042126,53.559525
0.0,0.87,29.0,1.0,1.0,1.0,9999.900390625,1105.0347747802734,498.91396467894356,57.4334
0.0,0.87,29.0,1.0,1.0,1.0,9999.900390625,1106.5433349609375,498.0705251350209,57.116726
0.0,0.87,29.0,1.0,1.0,1.0,9999.900390625,1104.7809219360352,498.21692758636283,56.651245
0.0,0.87,29.0,1.0,1.0,1.0,9999.900390625,1103.4380798339844,497.4917323912078,56.342155
0.0,0.87,29.0,1.0,1.0,1.0,9999.900390625,1105.1330261230469,499.2768735856403,57.80225
0.0,0.87,29.0,1.0,1.0,1.0,9999.900390625,1108.3303451538086,496.9647435238803,55.982693
0.0,0.87,29.0,1.0,1.0,1.0,9999.900390625,2167.2127990722656,499.2769181043426,57.664474
0.0,0.87,29.0,1.0,1.0,1.0,9999.900390625,1108.7788696289062,499.1334506011221,57.365395
0.0,0.87,29.0,1.0,1.0,1.0,9999.900390625,1106.3747634887695,496.75530268609015,55.57153
0.0,0.87,29.0,1.0,1.0,1.0,9999.900390625,1104.9525604248047,498.68938676967707,57.721947
0.0,0.88,33.0,0.0,0.0,2.0,9999.900390625,2187.8560791015625,475.50921054035905,53.185093
0.0,0.88,33.0,0.0,0.0,2.0,9999.900390625,1161.9874420166016,475.59629279010096,53.570118
0.0,0.88,33.0,0.0,0.0,2.0,9999.900390625,1172.1448669433594,474.51194587035354,53.66096
0.0,0.88,33.0,0.0,0.0,2.0,9999.900390625,1176.5372924804688,476.14522113697006,53.612362
0.0,0.88,33.0,0.0,0.0,2.0,9999.900390625,1176.8800048828125,475.50153876193133,54.479973
0.0,0.88,33.0,0.0,0.0,2.0,9999.900390625,2241.3458862304688,475.9877634287269,54.23018
0.0,0.88,33.0,0.0,0.0,2.0,9999.900390625,2237.414505004883,474.0239855924142,54.68234
0.0,0.88,33.0,0.0,0.0,2.0,9999.900390625,1164.2347869873047,469.9575948772547,47.324512
0.0,0.88,33.0,0.0,0.0,2.0,9999.900390625,1166.7601318359375,471.6068022439045,47.273872
0.0,0.88,33.0,0.0,0.0,2.0,9999.900390625,1175.348373413086,474.2236833861579,54.699837
0.0,0.91,32.0,4.0,0.0,3.0,9999.900390625,1166.8085479736328,473.5133976642092,54.61422
0.0,0.91,32.0,4.0,0.0,3.0,9999.900390625,2317.576141357422,472.423002960972,47.520317
0.0,0.91,32.0,4.0,0.0,3.0,4.711043834686279,26283.26953125,550.3303819275538,99.926056
0.0,0.91,32.0,4.0,0.0,3.0,9999.900390625,19655.171875,552.7571575049153,99.05488
0.0,0.91,32.0,4.0,0.0,3.0,9999.900390625,1182.7023162841797,474.27176439862967,53.58791
0.0,0.91,32.0,4.0,0.0,3.0,9999.900390625,14233.8955078125,621.0645213733333,107.28649
0.0,0.91,32.0,4.0,0.0,3.0,4.763644218444824,20102.396484375,546.4475646551733,99.37093
0.0,0.91,32.0,4.0,0.0,3.0,9999.900390625,17436.3212890625,494.6583065537667,56.254665
0.0,0.91,32.0,4.0,0.0,3.0,9999.900390625,6431.015869140625,547.6115899868166,100.102745
0.0,0.91,32.0,4.0,0.0,3.0,9999.900390625,3360.5472412109375,474.1485519016572,53.403545
0.0,0.94,21.0,1.0,1.0,6.0,9999.900390625,0.053477656096220016,531.7211082343362,96.05055
0.0,0.94,21.0,1.0,1.0,6.0,9999.900390625,0.062010522931814194,533.6881760897624,98.42717
0.0,0.94,21.0,1.0,1.0,6.0,9999.900390625,0.06209919601678848,534.3320144912113,99.172585
0.0,0.94,21.0,1.0,1.0,6.0,9999.900390625,0.0588555745780468,532.666452384411,98.2933
0.0,0.94,21.0,1.0,1.0,6.0,9999.900390625,0.06077037751674652,534.9810424908446,99.1751
0.0,0.94,21.0,1.0,1.0,6.0,9999.900390625,0.06087677925825119,533.7754008030372,98.37253
0.0,0.94,21.0,1.0,1.0,6.0,9999.900390625,0.058647118508815765,532.9596966237503,99.1716
0.0,0.94,21.0,1.0,1.0,6.0,9999.900390625,0.06224207580089569,532.0342595743414,97.43258
0.0,0.94,21.0,1.0,1.0,6.0,9999.900390625,0.06294386833906174,529.3497993449674,95.20581
0.0,0.94,21.0,1.0,1.0,6.0,9999.900390625,0.05865088477730751,530.3455715163063,95.24487
0.0,0.94,38.0,3.0,0.0,5.0,9999.900390625,1167.0987701416016,474.0418527811291,54.635483
0.0,0.94,38.0,3.0,0.0,5.0,9999.900390625,20290.17578125,508.8530560975173,67.322075
0.0,0.94,38.0,3.0,0.0,5.0,9999.900390625,16524.607421875,519.2208348666728,73.415695
0.0,0.94,38.0,3.0,0.0,5.0,9999.900390625,19310.4658203125,555.8455195871111,100.11968
0.0,0.94,38.0,3.0,0.0,5.0,9999.900390625,5247.856750488281,476.09874728532947,53.393806
0.0,0.94,38.0,3.0,0.0,5.0,9999.900390625,2276.4689025878906,473.89552597145706,54.447266
0.0,0.94,38.0,3.0,0.0,5.0,9999.900390625,1176.3612213134766,474.9700541656279,53.617653
0.0,0.94,38.0,3.0,0.0,5.0,9999.900390625,2329.2923583984375,474.1207042080162,53.15587
0.0,0.94,38.0,3.0,0.0,5.0,9999.900390625,7601.032470703125,492.6519042528438,52.37241
0.0,0.94,38.0,3.0,0.0,5.0,9999.900390625,2587.3684692382812,475.5347291282377,53.567947
0.0,0.95,46.0,4.0,1.0,3.0,9999.900390625,2031.7847900390625,802.3122557953363,109.83559
0.0,0.95,46.0,4.0,1.0,3.0,1.0851541757583618,29408.8125,563.7420256592587,102.67016
0.0,0.95,46.0,4.0,1.0,3.0,9999.900390625,31300.568359375,517.3472434216307,72.13583
0.0,0.95,46.0,4.0,1.0,3.0,9999.900390625,2175.4999084472656,497.15142722540935,56.356308
0.0,0.95,46.0,4.0,1.0,3.0,9999.900390625,25425.150390625,560.1396830615026,101.778854
0.0,0.95,46.0,4.0,1.0,3.0,9999.900390625,21938.759765625,558.7432764978261,101.20225
0.0,0.95,46.0,4.0,1.0,3.0,1.0034879446029663,28166.302734375,575.1827026413509,104.45092
0.0,0.95,46.0,4.0,1.0,3.0,2.4527926445007324,25166.345703125,555.8534714334426,100.15545
0.0,0.95,46.0,4.0,1.0,3.0,2.671563148498535,18039.505859375,612.0274653561482,105.75044
0.0,0.95,46.0,4.0,1.0,3.0,9999.900390625,1106.2823486328125,497.31826452264386,56.337727
0.0,0.99,26.0,8.0,1.0,6.0,1.6554073095321655,17247.7841796875,570.1817600769814,102.81291
0.0,0.99,26.0,8.0,1.0,6.0,2.366818428039551,16946.5283203125,660.6011475752731,109.145485
0.0,0.99,26.0,8.0,1.0,6.0,2.014608860015869,18865.90625,559.584922890766,101.33449
0.0,0.99,26.0,8.0,1.0,6.0,4.960582256317139,39403.1171875,576.8084605988919,104.540245
0.0,0.99,26.0,8.0,1.0,6.0,2.678062677383423,30253.2109375,563.2475146031711,101.926254
0.0,0.99,26.0,8.0,1.0,6.0,2.2065868377685547,16958.09716796875,614.1239436120447,106.30029
0.0,0.99,26.0,8.0,1.0,6.0,2.312988519668579,25670.501953125,568.9812929081412,102.90708
0.0,0.99,26.0,8.0,1.0,6.0,9999.900390625,16365.98095703125,667.8105397403687,109.48082
0.0,0.99,26.0,8.0,1.0,6.0,9999.900390625,16296.85107421875,559.5940076438545,102.73345
0.0,0.99,26.0,8.0,1.0,6.0,9999.900390625,17685.298828125,547.5052058568449,100.11422
1.0,0.03,22.0,10.0,0.0,2.0,3.7995734214782715,14077.841796875,620.2811563920555,106.29998
1.0,0.03,22.0,10.0,0.0,2.0,9999.900390625,8724.6484375,536.205301615731,75.8262
1.0,0.03,22.0,10.0,0.0,2.0,9999.900390625,12945.162109375,668.2176481919278,109.76606
1.0,0.03,22.0,10.0,0.0,2.0,9999.900390625,0.07121676206588745,509.9745642784869,62.006554
1.0,0.03,22.0,10.0,0.0,2.0,9999.900390625,9703.41796875,611.7069031823881,104.0058
1.0,0.03,22.0,10.0,0.0,2.0,9999.900390625,6.696775436401367,507.51305869174723,53.914314
1.0,0.03,22.0,10.0,0.0,2.0,3.667219400405884,17098.326171875,597.8146789442775,104.34359
1.0,0.03,22.0,10.0,0.0,2.0,9999.900390625,0.0718110054731369,511.5421243439623,57.636005
1.0,0.03,22.0,10.0,0.0,2.0,9999.900390625,795.3092956542969,512.2736662795405,57.928898
1.0,0.03,22.0,10.0,0.0,2.0,9999.900390625,12719.5576171875,634.9679957321557,106.179825
1.0,0.08,43.0,9.0,0.0,6.0,9999.900390625,17164.9228515625,510.741447309481,54.1819
1.0,0.08,43.0,9.0,0.0,6.0,9999.900390625,17055.7666015625,546.4027383546583,94.66233
1.0,0.08,43.0,9.0,0.0,6.0,3.1548213958740234,17797.4970703125,688.9206416024974,109.41686
1.0,0.08,43.0,9.0,0.0,6.0,4.38170862197876,6908.529052734375,771.0076656539799,109.159935
1.0,0.08,43.0,9.0,0.0,6.0,9999.900390625,15942.31298828125,583.3418633603239,101.563354
1.0,0.08,43.0,9.0,0.0,6.0,1.3657537698745728,14816.23828125,696.7939100107794,109.57086
1.0,0.08,43.0,9.0,0.0,6.0,9999.900390625,13664.947265625,784.6703262249702,109.14026
1.0,0.08,43.0,9.0,0.0,6.0,9999.900390625,14065.6630859375,594.0480940882622,103.90335
1.0,0.08,43.0,9.0,0.0,6.0,3.753657817840576,18566.2548828125,583.9055700770325,99.005775
1.0,0.08,43.0,9.0,0.0,6.0,4.236691474914551,18183.7705078125,551.0164014362384,99.200264
1.0,0.17,26.0,8.0,0.0,0.0,9999.900390625,5.669357776641846,493.654742325878,52.15066
1.0,0.17,26.0,8.0,0.0,0.0,4.411398887634277,13488.29052734375,690.7584945552651,109.823006
1.0,0.17,26.0,8.0,0.0,0.0,9999.900390625,5.897151470184326,494.3471288956103,54.73867
1.0,0.17,26.0,8.0,0.0,0.0,9999.900390625,14722.2392578125,594.0395685785959,104.117096
1.0,0.17,26.0,8.0,0.0,0.0,9999.900390625,20079.1796875,598.9968580348257,104.65029
1.0,0.17,26.0,8.0,0.0,0.0,9999.900390625,1786.70947265625,493.5995450455438,51.37572
1.0,0.17,26.0,8.0,0.0,0.0,9999.900390625,90.02857971191406,492.4341537954658,51.123432
1.0,0.17,26.0,8.0,0.0,0.0,2.538026809692383,26669.416015625,567.8070586253846,100.12164
1.0,0.17,26.0,8.0,0.0,0.0,9999.900390625,74.28296661376953,491.47094584509193,50.808823
1.0,0.17,26.0,8.0,0.0,0.0,9999.900390625,5.91185188293457,492.5193690794019,52.104984
1.0,0.17,30.0,2.0,0.0,5.0,9999.900390625,2200.1866912841797,492.3010085693398,53.537846
1.0,0.17,30.0,2.0,0.0,5.0,9999.900390625,2835.097900390625,525.0750590511191,65.51315
1.0,0.17,30.0,2.0,0.0,5.0,9999.900390625,2200.574020385742,492.84168652115204,50.81468
1.0,0.17,30.0,2.0,0.0,5.0,4.00766134262085,19083.8681640625,555.1346291135955,100.10841
1.0,0.17,30.0,2.0,0.0,5.0,9999.900390625,2207.8514862060547,493.4377531034373,51.23042
1.0,0.17,30.0,2.0,0.0,5.0,9999.900390625,2205.317840576172,492.4270718974953,51.43729
1.0,0.17,30.0,2.0,0.0,5.0,9999.900390625,20589.3427734375,545.8649262820851,94.701256
1.0,0.17,30.0,2.0,0.0,5.0,9999.900390625,18549.326171875,520.1064647726098,63.19665
1.0,0.17,30.0,2.0,0.0,5.0,3.9887397289276123,15933.58935546875,549.2374766004281,95.868256
1.0,0.17,30.0,2.0,0.0,5.0,9999.900390625,2571.3358154296875,496.09514328378776,48.491745
1.0,0.22,36.0,5.0,0.0,2.0,9999.900390625,13055.8759765625,590.0228717028442,103.803795
1.0,0.22,36.0,5.0,0.0,2.0,9999.900390625,12967.884765625,524.8779729580649,66.72658
1.0,0.22,36.0,5.0,0.0,2.0,9999.900390625,18339.8427734375,524.0130551283173,65.47819
1.0,0.22,36.0,5.0,0.0,2.0,9999.900390625,17546.0087890625,560.0702697448893,100.11103
1.0,0.22,36.0,5.0,0.0,2.0,9999.900390625,29751.435546875,562.3172605441335,99.43784
1.0,0.22,36.0,5.0,0.0,2.0,9999.900390625,15638.3564453125,545.3103628989146,94.56953
1.0,0.22,36.0,5.0,0.0,2.0,9999.900390625,16826.9814453125,553.4948857276049,99.30402
1.0,0.22,36.0,5.0,0.0,2.0,9999.900390625,7741.173095703125,493.3357403844503,54.223766
1.0,0.22,36.0,5.0,0.0,2.0,9999.900390625,15415.5478515625,685.5585538969469,109.56539
1.0,0.22,36.0,5.0,0.0,2.0,9999.900390625,13813.10888671875,583.381788066581,102.61966
1.0,0.24,30.0,1.0,0.0,0.0,9999.900390625,2196.9080963134766,489.4035591798475,47.583435
1.0,0.24,30.0,1.0,0.0,0.0,9999.900390625,2215.712142944336,488.98271652201345,47.798435
1.0,0.24,30.0,1.0,0.0,0.0,9999.900390625,2203.8777465820312,489.9843636014265,52.653442
1.0,0.24,30.0,1.0,0.0,0.0,9999.900390625,2204.805389404297,485.13297225726694,45.838055
1.0,0.24,30.0,1.0,0.0,0.0,9999.900390625,2201.157913208008,491.78048811167076,53.163338
1.0,0.24,30.0,1.0,0.0,0.0,9999.900390625,2202.138473510742,491.93926913854506,53.83398
1.0,0.24,30.0,1.0,0.0,0.0,9999.900390625,2200.9063110351562,492.41760214670535,51.259846
1.0,0.24,30.0,1.0,0.0,0.0,9999.900390625,2204.4383697509766,492.9358559700993,52.2784
1.0,0.24,30.0,1.0,0.0,0.0,9999.900390625,2204.7276153564453,488.32772378300535,47.38588
1.0,0.24,30.0,1.0,0.0,0.0,9999.900390625,2204.7467041015625,489.54846874728827,54.530804
1.0,0.24,46.0,0.0,0.0,4.0,9999.900390625,1173.1999816894531,492.4690096609013,53.60888
1.0,0.24,46.0,0.0,0.0,4.0,9999.900390625,1230.4836120605469,492.578431763934,53.901096
1.0,0.24,46.0,0.0,0.0,4.0,9999.900390625,2238.4013671875,492.6378625219674,51.06439
1.0,0.24,46.0,0.0,0.0,4.0,9999.900390625,2238.7863006591797,492.28600881693774,51.377285
