RoadType,RoadID,ScenarioLength,VehicleFront,VehicleAdjacent,VehicleOpposite,VehicleFrontTwoWheeled,VehicleAdjacentTwoWheeled,VehicleOppositeTwoWheeled,TimeOfDay,Weather,NumberOfPeople,TargetSpeed,Trees,Buildings,Task,Delta_F0,Delta_F1,Delta_F2,Delta_F3,Y0,Y1,Y2,Y3,Y
1,0,0,0,1,0,0,1,0,2,0,1,4,1,1,0,0.014521739130434863,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,2,0,1,4,1,1,0,0.05591304347826087,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,2,0,1,4,1,1,0,0.08695652173913038,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,2,2,1,4,1,1,0,0.11860869565217391,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,2,2,1,4,1,1,0,0.14060869565217382,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,0,0,1,0,2,2,1,4,1,1,0,0.1615652173913043,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,0,1,0,0,0,3,1,3,1,1,0,0.02200000000000002,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,0,1,0,0,0,3,1,3,1,1,0,0.02730434782608704,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,0,1,0,0,0,3,1,3,1,1,0,0.028000000000000025,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,0,1,0,0,0,3,1,3,1,1,0,0.03756521739130436,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,0,1,0,0,0,3,1,3,1,1,0,0.045217391304347765,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,0,1,0,0,0,5,0,4,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,0,1,1,0,2,3,0,3,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,0,1,1,1,1,4,0,2,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,0,1,1,1,2,4,0,2,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,2,1,2,1,1,0,0.009826086956521651,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,2,1,2,1,1,0,0.014695652173912999,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,2,1,2,1,1,0,0.01834782608695651,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,1,0,0,0,0,2,1,2,1,1,0,0.01895652173913054,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,1,0,0,1,0,1,1,2,1,1,0,0.009217391304347844,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,1,0,0,1,0,1,1,2,1,1,0,0.011826086956521653,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,1,0,0,1,0,1,1,2,1,1,0,0.014695652173912999,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,1,0,1,0,1,3,1,3,1,1,0,0.06260869565217397,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,0,1,3,1,3,1,1,0,0.09678260869565214,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,0,1,4,1,3,1,1,0,0.031739130434782714,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,0,1,4,1,3,1,1,0,0.060956521739130465,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,0,1,4,1,3,1,1,0,0.07365217391304346,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,0,1,4,1,3,1,1,0,0.07417391304347831,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,0,1,4,1,3,1,1,0,0.08269565217391306,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,1,1,1,0,2,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,1,0,1,1,1,5,1,4,1,1,0,0.011130434782608667,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,1,1,5,1,4,1,1,0,0.0230434782608695,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,1,1,5,1,4,1,1,0,0.09104347826086956,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,1,1,5,1,4,1,1,0,0.10147826086956524,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,0,1,1,1,5,1,4,1,1,0,0.10234782608695658,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,1,1,0,2,0,1,4,1,1,0,0.3951304347826088,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,1,1,0,2,0,1,4,1,1,0,0.4070434782608696,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,1,1,0,2,0,1,4,1,1,0,0.7481739130434782,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,1,1,1,0,1,1,4,1,1,0,0.03930434782608683,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,1,1,1,0,1,1,4,1,1,0,0.16565217391304338,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,1,1,1,0,1,1,4,1,1,0,0.18078260869565216,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,1,1,1,0,1,1,4,1,1,0,0.18808695652173912,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,1,1,1,0,1,1,4,1,1,0,0.21913043478260874,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,1,1,1,0,1,1,4,1,1,0,0.22330434782608688,0.0,0.0,0.0,1,0,0,0,1
1,0,0,0,1,1,1,1,1,0,6,0,4,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,2,2,0,3,1,1,0,0.01573913043478259,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,2,2,0,3,1,1,0,0.02086956521739125,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,2,2,0,3,1,1,0,0.0277391304347826,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,0,0,0,1,2,2,0,3,1,1,0,0.03304347826086951,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,0,1,0,0,1,2,1,2,1,1,0,0.022173913043478155,0.24999999999999997,0.0,0.0,0,1,0,0,1
1,0,0,1,0,0,1,0,0,1,2,1,2,1,1,0,0.03243478260869559,0.24999999999999997,0.0,0.0,0,1,0,0,1
1,0,0,1,0,0,1,0,0,1,2,1,2,1,1,0,0.03243478260869559,0.41000000000000003,0.0,0.0,0,1,0,0,1
1,0,0,1,0,0,1,0,0,1,2,1,2,1,1,0,0.03991304347826086,0.41000000000000003,0.0,0.0,0,1,0,0,1
1,0,0,1,0,0,1,1,1,0,0,0,4,1,1,0,0.779304347826087,1.3,0.0,0.0,1,1,0,0,1
1,0,0,1,0,0,1,1,1,0,0,0,4,1,1,0,0.779304347826087,1.82,0.0,0.0,1,1,0,0,1
1,0,0,1,0,0,1,1,1,0,0,0,4,1,1,0,0.779304347826087,1.83,0.0,0.0,1,1,0,0,1
1,0,0,1,0,0,1,1,1,2,1,1,3,1,1,0,0.06643478260869562,0.19,0.0,0.0,1,1,0,0,1
1,0,0,1,0,0,1,1,1,2,1,1,3,1,1,0,0.06643478260869562,0.28,0.0,0.0,1,1,0,0,1
1,0,0,1,0,0,1,1,1,2,1,1,3,1,1,0,0.10582608695652174,0.54,0.0,0.0,1,1,0,0,1
1,0,0,1,0,0,1,1,1,2,1,1,3,1,1,0,0.7693043478260871,0.54,0.0,0.0,1,1,0,0,1
1,0,0,1,0,0,1,1,1,2,4,1,4,1,1,0,0.18243478260869578,1.3900000000000001,0.0,0.0,1,1,0,0,1
1,0,0,1,0,0,1,1,1,2,4,1,4,1,1,0,0.21173913043478265,1.3900000000000001,0.0,0.0,1,1,0,0,1
1,0,0,1,0,0,1,1,1,2,4,1,4,1,1,0,0.23704347826086958,1.3900000000000001,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,0,0,0,1,0,0,4,1,1,0,0.003565217391304276,0.0,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,0,0,0,1,0,0,4,1,1,0,0.01686956521739119,0.0,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,0,0,0,1,0,0,4,1,1,0,0.02113043478260862,0.0,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,0,0,0,1,0,0,4,1,1,0,0.022869565217391308,0.0,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,0,0,0,1,0,0,4,1,1,0,0.053130434782608704,0.0,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,0,0,0,1,0,0,4,1,1,0,0.6245217391304347,0.17000000000000004,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,0,0,0,1,3,0,4,1,1,0,0.07539130434782604,0.0,0.0,0.0,1,0,0,0,1
1,0,0,1,0,1,0,0,0,1,3,0,4,1,1,0,0.30339130434782613,0.09999999999999998,0.0,0.0,1,0,0,0,1
1,0,0,1,0,1,0,1,0,0,4,0,4,1,1,0,0.1518260869565216,0.12,0.0,0.0,1,0,0,0,1
1,0,0,1,0,1,0,1,0,0,4,0,4,1,1,0,0.201391304347826,0.12,0.0,0.0,1,0,0,0,1
1,0,0,1,0,1,0,1,0,0,4,0,4,1,1,0,0.25713043478260866,0.12,0.0,0.0,1,0,0,0,1
1,0,0,1,0,1,0,1,0,0,4,0,4,1,1,0,0.26582608695652166,0.12,0.0,0.0,1,0,0,0,1
1,0,0,1,0,1,0,1,0,2,0,0,3,1,1,0,0.004521739130434743,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,1,0,1,0,2,0,0,3,1,1,0,0.005130434782608773,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,1,0,1,0,2,0,0,3,1,1,0,0.015391304347826096,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,1,0,1,0,2,0,0,3,1,1,0,0.022086956521739087,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,1,0,1,0,2,0,0,3,1,1,0,0.028521739130434764,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,1,0,1,0,2,0,0,3,1,1,0,0.036956521739130443,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,1,1,0,0,0,2,0,2,1,1,0,0.009826086956521651,0.31,0.0,0.0,0,1,0,0,1
1,0,0,1,0,1,1,0,0,0,2,0,2,1,1,0,0.010347826086956502,0.31,0.0,0.0,0,1,0,0,1
1,0,0,1,0,1,1,0,0,0,2,0,2,1,1,0,0.01782608695652177,0.31,0.0,0.0,0,1,0,0,1
1,0,0,1,0,1,1,0,0,0,2,0,2,1,1,0,0.03713043478260869,0.31,0.0,0.0,0,1,0,0,1
1,0,0,1,0,1,1,0,0,0,2,0,2,1,1,0,0.037826086956521676,0.31,0.0,0.0,0,1,0,0,1
1,0,0,1,0,1,1,0,0,0,2,0,2,1,1,0,0.04060869565217384,0.42000000000000004,0.0,0.0,0,1,0,0,1
1,0,0,1,0,1,1,1,1,0,3,0,4,1,1,0,0.1980869565217393,0.5399999999999999,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,1,1,1,0,3,0,4,1,1,0,0.1980869565217393,1.21,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,1,1,1,0,3,0,4,1,1,0,0.2084347826086958,1.3599999999999999,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,1,1,1,0,3,0,4,1,1,0,0.8433913043478259,1.9,0.0,0.0,1,1,0,0,1
1,0,0,1,0,1,1,1,1,0,3,0,4,1,1,0,0.8433913043478259,2.25,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,0,0,2,3,1,3,1,1,0,0.06878260869565223,0.01,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,0,0,2,3,1,3,1,1,0,0.2028695652173914,0.019999999999999997,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,0,0,2,3,1,3,1,1,0,0.21339130434782616,0.04,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,0,0,2,3,1,3,1,1,0,0.21339130434782616,1.28,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,0,0,2,3,1,3,1,1,0,0.2159130434782609,1.28,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,0,0,2,3,1,3,1,1,0,0.22486956521739143,1.28,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,0,1,2,6,1,3,1,1,0,0.1321739130434782,0.0,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,0,1,2,6,1,3,1,1,0,0.35626086956521746,0.09000000000000001,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,0,1,2,6,1,3,1,1,0,0.35626086956521746,0.29000000000000004,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,0,1,2,6,1,3,1,1,0,0.35626086956521746,0.31,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,1,1,0,5,1,2,1,1,0,0.009217391304347844,0.10000000000000003,0.0,0.0,0,1,0,0,1
1,0,0,1,1,0,1,1,1,0,5,1,2,1,1,0,0.009217391304347844,0.31000000000000005,0.0,0.0,0,1,0,0,1
1,0,0,1,1,0,1,1,1,0,5,1,2,1,1,0,0.00939130434782609,0.31000000000000005,0.0,0.0,0,1,0,0,1
1,0,0,1,1,0,1,1,1,0,5,1,2,1,1,0,0.00939130434782609,0.33999999999999997,0.0,0.0,0,1,0,0,1
1,0,0,1,1,0,1,1,1,0,5,1,2,1,1,0,0.011826086956521764,0.38,0.0,0.0,0,1,0,0,1
1,0,0,1,1,0,1,1,1,0,5,1,2,1,1,0,0.011826086956521764,0.97,0.0,0.0,0,1,0,0,1
1,0,0,1,1,0,1,1,1,0,5,1,2,1,1,0,0.020521739130434757,0.97,0.0,0.0,0,1,0,0,1
1,0,0,1,1,0,1,1,1,0,5,1,2,1,1,0,0.02200000000000002,0.97,0.0,0.0,0,1,0,0,1
1,0,0,1,1,0,1,1,1,0,6,1,2,1,1,0,0.00017391304347824654,0.14999999999999997,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,1,1,0,6,1,2,1,1,0,0.027565217391304353,0.32999999999999996,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,1,1,0,6,1,2,1,1,0,0.11469565217391298,0.32999999999999996,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,1,1,0,6,1,2,1,1,0,0.128695652173913,0.45999999999999996,0.0,0.0,1,1,0,0,1
1,0,0,1,1,0,1,1,1,0,6,1,2,1,1,0,0.128695652173913,0.85,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,0,0,1,0,5,0,4,1,1,0,0.007913043478260773,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,1,1,0,0,1,0,5,0,4,1,1,0,0.008173913043478198,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,1,1,0,0,1,0,5,0,4,1,1,0,0.008608695652173759,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,1,1,0,0,1,0,5,0,4,1,1,0,0.011913043478260776,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,1,1,0,0,1,2,3,0,4,1,1,0,0.16634782608695659,0.09999999999999998,0.0,0.0,1,0,0,0,1
1,0,0,1,1,1,0,0,1,2,3,0,4,1,1,0,0.2334782608695653,0.09999999999999998,0.0,0.0,1,0,0,0,1
1,0,0,1,1,1,0,1,1,2,0,0,2,1,1,0,0.010260869565217323,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,1,1,0,1,1,2,0,0,2,1,1,0,0.011652173913043407,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,1,1,0,1,1,2,0,0,2,1,1,0,0.013130434782608669,0.0,0.0,0.0,0,0,0,0,0
1,0,0,1,1,1,0,1,1,2,5,0,3,1,1,0,0.022173913043478266,0.0,0.0,0.0,1,0,0,0,1
1,0,0,1,1,1,0,1,1,2,5,0,3,1,1,0,0.03556521739130436,0.0,0.0,0.0,1,0,0,0,1
1,0,0,1,1,1,0,1,1,2,5,0,3,1,1,0,0.08330434782608698,0.0,0.0,0.0,1,0,0,0,1
1,0,0,1,1,1,1,0,0,2,3,0,2,1,1,0,0.00017391304347824654,0.010000000000000002,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,0,0,2,3,0,2,1,1,0,0.004521739130434743,0.010000000000000002,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,0,0,2,3,0,2,1,1,0,0.004521739130434743,0.27,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,0,0,2,3,0,2,1,1,0,0.029130434782608683,0.27,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,0,0,2,3,0,2,1,1,0,0.03600000000000003,0.27,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,0,0,2,3,0,2,1,1,0,0.04652173913043478,0.27,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,0,1,0,6,1,2,1,1,0,0.014521739130434752,0.27999999999999997,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,0,1,0,6,1,2,1,1,0,0.10904347826086958,0.59,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,0,1,0,6,1,2,1,1,0,0.10904347826086958,0.97,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,0,1,0,6,1,2,1,1,0,0.10982608695652163,0.97,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,0,1,0,6,1,2,1,1,0,0.12713043478260866,0.97,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,0,1,1,5,1,3,1,1,0,0.2740869565217391,0.33999999999999997,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,0,1,1,5,1,3,1,1,0,0.3702608695652173,0.33999999999999997,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,0,1,1,5,1,3,1,1,0,0.3702608695652173,0.35,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,0,1,1,5,1,3,1,1,0,0.381391304347826,0.35,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,1,1,1,5,0,2,1,1,0,0.004956521739130526,0.2,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,1,1,1,5,0,2,1,1,0,0.01365217391304352,0.25,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,1,1,1,5,0,2,1,1,0,0.02408695652173909,0.28,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,1,1,1,5,0,2,1,1,0,0.02817391304347816,0.31,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,1,1,1,5,0,2,1,1,0,0.05704347826086953,0.31,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,1,1,1,5,0,2,1,1,0,0.05704347826086953,0.47000000000000003,0.0,0.0,0,1,0,0,1
1,0,0,1,1,1,1,1,1,2,3,0,2,1,1,0,0.07852173913043481,0.1,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,1,1,2,3,0,2,1,1,0,0.07852173913043481,0.16,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,1,1,2,3,0,2,1,1,0,0.07852173913043481,0.18,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,1,1,2,3,0,2,1,1,0,0.07852173913043481,0.39,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,1,1,2,5,1,3,1,1,0,0.28252173913043477,0.21999999999999997,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,1,1,2,5,1,3,1,1,0,0.41095652173913044,0.63,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,1,1,2,5,1,3,1,1,0,0.4676521739130435,0.63,0.0,0.0,1,1,0,0,1
1,0,0,1,1,1,1,1,1,2,5,1,3,1,1,0,0.5345217391304348,0.63,0.0,0.0,1,1,0,0,1
1,1,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,3,0,4,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,0,0,1,0,0,6,1,2,1,1,0,0.13173913043478258,0.0,0.0,0.12016965127238466,1,0,0,1,1
1,1,0,0,0,0,0,1,0,0,6,1,2,1,1,0,0.14130434782608692,0.0,0.0,0.33270499528746467,1,0,0,1,1
1,1,0,0,0,0,0,1,0,0,6,1,2,1,1,0,0.14156521739130434,0.0,0.0,0.33270499528746467,1,0,0,1,1
1,1,0,0,0,0,0,1,0,0,6,1,2,1,1,0,0.1741739130434783,0.0,0.0,0.33270499528746467,1,0,0,1,1
1,1,0,0,0,0,0,1,0,0,6,1,2,1,1,0,0.26295652173913053,0.0,0.0,0.33270499528746467,1,0,0,1,1
1,1,0,0,0,0,1,0,1,2,4,1,4,1,1,0,0.01930434782608692,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,0,1,0,1,2,4,1,4,1,1,0,0.026869565217391367,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,0,1,0,1,2,4,1,4,1,1,0,0.03504347826086962,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,0,1,0,1,2,4,1,4,1,1,0,0.036869565217391265,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,0,1,1,1,2,5,1,3,1,1,0,8.695652173917878e-05,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,0,1,1,1,2,5,1,3,1,1,0,0.013478260869565162,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,0,1,1,1,2,5,1,3,1,1,0,0.03304347826086951,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,1,3,1,2,1,1,0,0.022347826086956513,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,1,3,1,2,1,1,0,0.02295652173913043,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,1,3,1,2,1,1,0,0.024782608695652186,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,1,3,1,2,1,1,0,0.0317391304347826,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,1,3,1,2,1,1,0,0.038956521739130445,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,1,4,1,4,1,1,0,0.009304347826086912,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,1,4,1,4,1,1,0,0.02347826086956517,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,1,4,1,4,1,1,0,0.03652173913043466,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,1,5,0,4,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,0,0,1,0,6,0,3,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,1,0,1,1,4,1,2,1,1,0,0.04382608695652179,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,0,1,1,0,1,1,4,1,2,1,1,0,0.04391304347826097,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,0,0,0,1,0,3,0,4,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,0,0,1,0,0,1,0,2,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,0,0,1,1,2,5,0,4,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,0,1,0,0,0,1,1,2,1,1,0,0.09060869565217389,0.0,0.0,0.01743638077285581,1,0,0,1,1
1,1,0,0,1,0,1,0,0,0,1,1,2,1,1,0,0.09060869565217389,0.0,0.0,0.0702167766258246,1,0,0,1,1
1,1,0,0,1,0,1,0,0,0,1,1,2,1,1,0,0.1517391304347826,0.0,0.0,0.27285579641847313,1,0,0,1,1
1,1,0,0,1,0,1,0,0,0,1,1,2,1,1,0,0.5719130434782609,0.0,0.0,0.27285579641847313,1,0,0,1,1
1,1,0,0,1,0,1,1,0,0,1,0,4,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,0,1,1,0,0,4,1,3,1,1,0,0.18234782608695654,0.0,0.0,0.04429783223374184,1,0,0,1,1
1,1,0,0,1,0,1,1,0,0,4,1,3,1,1,0,0.18234782608695654,0.0,0.0,0.24976437323279932,1,0,0,1,1
1,1,0,0,1,0,1,1,0,0,4,1,3,1,1,0,0.30713043478260876,0.0,0.0,0.24976437323279932,1,0,0,1,1
1,1,0,0,1,0,1,1,0,0,4,1,3,1,1,0,0.32991304347826095,0.0,0.0,0.24976437323279932,1,0,0,1,1
1,1,0,0,1,0,1,1,0,0,4,1,3,1,1,0,0.3390434782608696,0.0,0.0,0.24976437323279932,1,0,0,1,1
1,1,0,0,1,0,1,1,0,0,4,1,3,1,1,0,0.38678260869565223,0.0,0.0,0.24976437323279932,1,0,0,1,1
1,1,0,0,1,0,1,1,0,0,4,1,3,1,1,0,0.38678260869565223,0.0,0.0,0.26060320452403396,1,0,0,1,1
1,1,0,0,1,0,1,1,0,2,2,1,4,1,1,0,0.017913043478260948,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,0,1,1,0,2,2,1,4,1,1,0,0.04756521739130437,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,0,1,1,0,2,2,1,4,1,1,0,0.049391304347826015,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,0,1,1,0,2,4,0,3,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,0,1,1,1,2,6,0,2,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,0,0,0,1,0,1,2,1,1,0,0.014347826086956506,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,0,0,0,1,0,1,2,1,1,0,0.025739130434782598,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,0,0,0,1,0,1,2,1,1,0,0.039043478260869624,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,0,0,1,1,5,0,2,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,0,1,1,0,5,0,4,1,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,0,1,1,2,6,1,2,1,1,0,0.010173913043478144,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,0,1,1,2,6,1,2,1,1,0,0.011565217391304339,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,0,1,1,2,6,1,2,1,1,0,0.021304347826087033,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,0,1,1,2,6,1,2,1,1,0,0.025217391304347858,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,1,0,1,0,5,0,3,1,1,0,0.0,0.0,0.0,0.24458058435438268,0,0,0,1,1
1,1,0,0,1,1,1,1,0,0,1,1,4,1,1,0,0.3638260869565218,0.0,0.0,0.0,1,0,0,0,1
1,1,0,0,1,1,1,1,0,0,1,1,4,1,1,0,0.7891304347826088,0.0,0.0,0.0,1,0,0,0,1
1,1,0,0,1,1,1,1,0,0,1,1,4,1,1,0,0.8088695652173914,0.0,0.0,0.0,1,0,0,0,1
1,1,0,0,1,1,1,1,1,1,4,1,3,1,1,0,0.006086956521739184,0.0,0.0,0.0,0,0,0,0,0
1,1,0,0,1,1,1,1,1,1,4,1,3,1,1,0,0.007217391304347842,0.0,0.0,0.0,0,0,0,0,0
