Weather1,Weather2,Weather3,Ego,NonEgo,Front,Back,Opposite,Delta_F0,Delta_F1,Delta_F2,Delta_F3,Y0,Y1,Y2,Y3,Y
2.0,69.0,33.0,2.0,8.0,3.0,3.0,0.0,1.5549037768458618e-07,0.892120361328125,0.0,0.0,0,0,0,0,0
2.0,69.0,33.0,2.0,8.0,3.0,3.0,0.0,1.5549037768458618e-07,0.9475173950195312,0.0,0.0,0,0,0,0,0
2.0,71.0,24.0,7.0,4.0,1.0,1.0,1.0,2.073205036534631e-07,0.6788177490234446,0.0,0.0,0,1,0,0,1
2.0,71.0,24.0,7.0,4.0,1.0,1.0,1.0,7.774518883674197e-07,69.9086766242981,0.0,0.0,0,1,0,0,1
2.0,71.0,24.0,7.0,4.0,1.0,1.0,1.0,7.774518883674197e-07,69.92894792556763,0.0,0.0,0,1,0,0,1
2.0,71.0,24.0,7.0,4.0,1.0,1.0,1.0,7.774518883674197e-07,70.01944017410278,0.0,0.0,0,1,0,0,1
2.0,71.0,24.0,7.0,4.0,1.0,1.0,1.0,7.774518883674197e-07,70.19060564041138,0.0,0.0,0,1,0,0,1
2.0,98.0,7.0,31.0,32.0,4.0,2.0,0.0,2.5915062940029543e-07,0.125762939453125,0.0,0.0,0,0,0,0,0
2.0,98.0,7.0,31.0,32.0,4.0,2.0,0.0,2.5915062940029543e-07,1.767974853515625,0.0,0.0,0,0,0,0,0
2.0,98.0,7.0,31.0,32.0,4.0,2.0,0.0,8.292820142807855e-07,1.767974853515625,0.0,0.0,0,0,0,0,0
2.0,98.0,7.0,31.0,32.0,4.0,2.0,0.0,1.2957531471680106e-06,1.767974853515625,0.0,0.0,0,0,0,0,0
2.0,98.0,7.0,31.0,32.0,4.0,2.0,0.0,1.2957531471680106e-06,3.9415512084960938,0.0,0.0,0,0,0,0,0
3.0,21.0,20.0,17.0,5.0,3.0,0.0,1.0,1.451243524963619e-06,19.444747924804688,0.0,0.0,0,0,0,0,0
3.0,21.0,20.0,17.0,5.0,3.0,0.0,1.0,1.451243524963619e-06,19.68431854248046,0.0,0.0,0,0,0,0,0
3.0,21.0,20.0,17.0,5.0,3.0,0.0,1.0,1.6067339025926941e-06,19.68431854248046,0.0,0.0,0,0,0,0,0
3.0,21.0,20.0,17.0,5.0,3.0,0.0,1.0,1.7103941544749368e-06,19.702423095703118,0.0,0.0,0,0,0,0,0
3.0,21.0,20.0,17.0,5.0,3.0,0.0,1.0,1.7103941544749368e-06,20.44425201416015,0.0,0.0,0,0,0,0,0
3.0,27.0,59.0,2.0,14.0,2.0,1.0,0.0,1.0366025182673155e-07,0.7059478759765625,0.0,0.0,0,0,0,0,0
3.0,27.0,59.0,2.0,14.0,2.0,1.0,0.0,1.5549037768458618e-07,0.7059478759765625,0.0,0.0,0,0,0,0,0
3.0,27.0,59.0,2.0,14.0,2.0,1.0,0.0,1.5549037768458618e-07,1.1827011108398438,0.0,0.0,0,0,0,0,0
3.0,27.0,59.0,2.0,14.0,2.0,1.0,0.0,3.1098075536917236e-07,1.1827011108398438,0.0,0.0,0,0,0,0,0
3.0,27.0,59.0,2.0,14.0,2.0,1.0,0.0,4.664711329982474e-07,1.1827011108398438,0.0,0.0,0,0,0,0,0
3.0,40.0,17.0,27.0,20.0,3.0,0.0,0.0,0.04635416943094006,75.18961834907532,0.0,4.0,0,1,0,0,1
3.0,40.0,17.0,27.0,20.0,3.0,0.0,0.0,0.046354376751443604,75.21720623970032,0.0,4.0,0,1,0,0,1
3.0,40.0,17.0,27.0,20.0,3.0,0.0,0.0,0.046354376751443604,75.37454724311829,0.0,4.0,0,1,0,0,1
3.0,40.0,17.0,27.0,20.0,3.0,0.0,0.0,0.046354376751443604,76.08854413032532,0.0,4.0,0,1,0,0,1
3.0,40.0,17.0,27.0,20.0,3.0,0.0,0.0,0.046354687732198974,76.08854413032532,0.0,4.0,0,1,0,0,1
3.0,42.0,62.0,12.0,38.0,0.0,1.0,2.0,2.5915062940029543e-07,0.1439208984375,0.0,0.0,0,0,0,0,0
3.0,42.0,62.0,12.0,38.0,0.0,1.0,2.0,2.5915062940029543e-07,1.6967239379882812,0.0,0.0,0,0,0,0,0
3.0,42.0,62.0,12.0,38.0,0.0,1.0,2.0,3.109807552026389e-07,1.6967239379882812,0.0,0.0,0,0,0,0,0
3.0,42.0,62.0,12.0,38.0,0.0,1.0,2.0,4.146410070848816e-07,1.6967239379882812,0.0,0.0,0,0,0,0,0
3.0,42.0,62.0,12.0,38.0,0.0,1.0,2.0,4.146410070848816e-07,1.9649429321289062,0.0,0.0,0,0,0,0,0
3.0,43.0,36.0,36.0,37.0,4.0,3.0,0.0,1.036602517712204e-07,0.33951568603515625,3.0,0.0,0,0,0,0,0
3.0,43.0,36.0,36.0,37.0,4.0,3.0,0.0,3.6281088117151583e-07,0.3949737548828125,3.0,0.0,0,0,0,0,0
3.0,43.0,36.0,36.0,37.0,4.0,3.0,0.0,4.146410070848816e-07,3.0269241333007812,23.0,0.0,0,0,0,0,0
3.0,43.0,36.0,36.0,37.0,4.0,3.0,0.0,4.664711331092697e-07,3.4783401489257812,23.0,0.0,0,0,0,0,0
3.0,43.0,36.0,36.0,37.0,4.0,3.0,0.0,4.664711331092697e-07,3.4783401489257812,187.0,0.0,0,0,0,0,0
3.0,43.0,36.0,36.0,37.0,4.0,3.0,0.0,5.701313848249789e-07,3.4783401489257812,187.0,0.0,0,0,0,0,0
3.0,43.0,36.0,36.0,37.0,4.0,3.0,0.0,5.701313848249789e-07,4.266510009765625,187.0,0.0,0,0,0,0,0
3.0,84.0,95.0,1.0,36.0,0.0,0.0,2.0,5.1830125802343474e-08,1.9005279541015625,0.0,0.0,0,0,0,0,0
