RoadType,RoadID,ScenarioLength,VehicleFront,VehicleAdjacent,VehicleOpposite,VehicleFrontTwoWheeled,VehicleAdjacentTwoWheeled,VehicleOppositeTwoWheeled,TimeOfDay,Weather,NumberOfPeople,TargetSpeed,Trees,Buildings,Task,F0_0,F1_0,F2_0,F3_0,Y0,Y1,Y2,Y3,Y
0,1,0,1,1,0,1,0,0,0,1,0,2,1,1,0,0.9562608695652174,1.0,1.0,1.0,0,0,0,0,0
0,1,0,1,1,0,1,1,1,1,6,1,2,1,1,0,0.9674782608695652,1.0,1.0,1.0,0,0,0,0,0
0,1,0,1,1,1,0,0,1,1,0,1,4,1,1,0,0.9871304347826086,1.0,1.0,1.0,0,0,0,0,0
0,1,0,1,1,1,0,0,1,1,5,1,2,1,1,0,0.9658260869565216,1.0,1.0,1.0,0,0,0,0,0
0,1,0,1,1,1,0,0,1,2,1,1,2,1,1,0,0.9640869565217391,1.0,1.0,1.0,0,0,0,0,0
0,1,0,1,1,1,0,0,1,2,6,0,3,1,1,0,0.9847826086956522,1.0,1.0,1.0,0,0,0,0,0
0,1,0,1,1,1,0,1,0,1,6,1,3,1,1,0,0.9866956521739132,1.0,1.0,1.0,0,0,0,0,0
0,1,0,1,1,1,0,1,0,2,6,0,4,1,1,0,0.9962608695652174,1.0,1.0,1.0,0,0,0,0,0
0,1,0,1,1,1,0,1,1,1,2,1,3,1,1,0,0.984608695652174,1.0,1.0,1.0,0,0,0,0,0
0,1,0,1,1,1,0,1,1,2,0,1,2,1,1,0,0.9643478260869564,1.0,1.0,1.0,0,0,0,0,0
0,1,0,1,1,1,1,1,1,0,3,1,2,1,1,0,0.965391304347826,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,3,0,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,0,0,0,1,1,3,1,4,1,1,0,0.9049565217391304,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,0,0,1,1,2,5,0,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,0,0,1,1,2,6,1,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,0,1,0,0,1,2,0,4,1,1,0,0.9309565217391303,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,0,1,1,1,1,3,1,2,1,1,0,0.9648695652173912,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,0,1,1,1,2,3,0,2,1,1,0,0.9659130434782608,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,1,0,0,0,0,2,1,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,1,0,0,0,2,0,0,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,1,0,0,1,0,0,1,2,1,1,0,0.963304347826087,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,1,0,0,1,1,4,1,2,1,1,0,0.9643478260869564,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,1,0,0,1,2,0,0,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,1,0,1,0,2,2,1,3,1,1,0,0.9575652173913044,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,1,0,1,1,1,6,0,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,1,1,0,0,1,5,0,4,1,1,0,0.9049565217391304,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,0,1,1,0,0,2,3,0,4,1,1,0,0.9049565217391304,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,0,0,0,0,0,6,0,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,0,0,0,0,1,0,1,3,1,1,0,0.962782608695652,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,0,0,0,0,2,4,0,2,1,1,0,0.9659130434782608,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,0,0,1,1,0,5,0,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,0,1,0,0,2,1,1,4,1,1,0,0.9049565217391304,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,0,1,0,0,2,6,0,2,1,1,0,0.9659130434782608,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,0,1,1,0,0,5,0,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,0,1,1,0,2,1,1,2,1,1,0,0.9659130434782608,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,0,1,1,1,1,0,0,2,1,1,0,0.9552173913043478,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,1,0,1,0,1,5,0,3,1,1,0,0.9618260869565216,1.0,1.0,1.0,0,0,0,0,0
0,2,0,0,1,1,1,0,1,0,4,0,4,1,1,0,0.9049565217391304,1.0,1.0,1.0,0,0,0,0,0
0,2,0,1,0,0,0,1,0,1,4,1,2,1,1,0,0.965304347826087,1.0,1.0,1.0,0,0,0,0,0
0,2,0,1,0,0,0,1,1,2,5,0,4,1,1,0,0.9049565217391304,1.0,1.0,1.0,0,0,0,0,0
0,2,0,1,0,0,0,1,1,2,6,0,2,1,1,0,0.9659130434782608,1.0,1.0,1.0,0,0,0,0,0
0,2,0,1,0,0,1,0,1,0,3,0,4,1,1,0,0.9049565217391304,1.0,1.0,1.0,0,0,0,0,0
